text,category,stereotype_type
все евреи обрезаные,stereotype,nationality
все евреи обладают мудростью,stereotype,nationality
все евреи любят деньги,stereotype,nationality
"все евреи либо работают с деньгами, либо врачи",stereotype,nationality
все евреи корыстные и потому богатые,stereotype,nationality
"все евреи жулики и только и хотят, что заработать",stereotype,nationality
"все евреи жадные, талантливые, хитрые",stereotype,nationality
все евреи жадные скряги,stereotype,nationality
все евреи жадные и ищут денежную выгоду,stereotype,nationality
все евреи жадные до денег,stereotype,nationality
все евреи жадные,stereotype,nationality
все дизайнеры очень творческие люди,stereotype,profession
все депутаты отдыхают на сейшелах,stereotype,profession
все депутаты имеют дорогие машины,stereotype,profession
все депутаты воры,stereotype,profession
только мужские мозги заточены для конструкторских решений,stereotype,gender
"только женщина моет стирает вещи в семье, так как считает что он на это не способен",stereotype,gender
"ты что тебе не может нравиться футбол, машинки и тп,ты же девушка",stereotype,gender
у всех женщин есть материнский инстинкт,stereotype,gender
у девушки должны быть длинные волосы,stereotype,gender
"у женщин плохо развита логика, они живут эмоциями",stereotype,gender
у мужчин с логикой получше,stereotype,gender
все дагестанцы бескультурные,stereotype,nationality
все гомосексуалисты это больные люди,stereotype,lgbtq
все геи хлюпики,stereotype,lgbtq
все геи слабые,stereotype,lgbtq
все геи разносят вич,stereotype,lgbtq
все геи развратные,stereotype,lgbtq
"все геи предпочитают промискуитет, они неспособны на длительные отношения",stereotype,lgbtq
все геи полигамны,stereotype,lgbtq
все геи наркоманы,stereotype,lgbtq
все геи манерные и нежные,stereotype,lgbtq
все геи манерные,stereotype,lgbtq
все геи извращенцы,stereotype,lgbtq
все геи женственные и слабые,stereotype,lgbtq
все геи женственные,stereotype,lgbtq
все геи жеманные,stereotype,lgbtq
"все геи в начале пути, а в конце педофилы",stereotype,lgbtq
все геи больные,stereotype,lgbtq
все высокооплачиваемые специалисты ценят себя и свой труд,stereotype,profession
все высокооплачиваемые актеры жертвуют в благотворительность,stereotype,profession
все выпускники интернатов не приспособлены к жизни,stereotype,profession
все врачи перерабатывают,stereotype,profession
все врачи дают клятву гиппократа,stereotype,profession
"все водители только и делают,что ворчат",stereotype,profession
все владельцы крупных компаний могут много и комфортно путешествовать,stereotype,profession
"все в классе решили, что раз он еврей он отлично сыграет в новой пьесе гоблина",stereotype,nationality
все бухгалтера усидчивы,stereotype,profession
"все бомжи сами виноваты, что оказались в таком положении",stereotype,profession
все бомжи воняют,stereotype,profession
все бомжи вонючие,stereotype,profession
все бомжи алкаши,stereotype,profession
все богачи жадные,stereotype,profession
все богатые хорошо живут,stereotype,profession
все богатые люди финансово грамотны,stereotype,profession
все богатые люди самореализовались в жизни,stereotype,profession
все богатые люди обладают смекалкой,stereotype,profession
все богатые люди много работают,stereotype,profession
все богатые люди имеют личного массажиста,stereotype,profession
все богатые люди имеют больше возможностей,stereotype,profession
все богатые люди имеют активный и насыщенный досуг,stereotype,profession
все богатые люди занимаются благотворительностью,stereotype,profession
все богатые красиво одеваются,stereotype,profession
все бисексуалы постоянно изменяют,stereotype,lgbtq
все бисексуалы ветреные,stereotype,lgbtq
все бисексуалки распутные,stereotype,lgbtq
все бисексуалки психи,stereotype,lgbtq
все бисексуалки неопределившиеся,stereotype,lgbtq
"все бизнесмены, состаявшиеся личности много работают, развиваются",stereotype,profession
все бизнесмены умные,stereotype,profession
все бизнесмены очень изобретательны,stereotype,profession
все бизнесмены жертвуют деньги на благотворительность,stereotype,profession
все беларусы картофаны,stereotype,nationality
все бездомные люди пьяницы,stereotype,profession
все бездомные люди пропивают большую часть денег,stereotype,profession
все бедняки просто ленятся,stereotype,profession
все бедняки плохо пахнут,stereotype,profession
все бедные усталые и боязливые,stereotype,profession
все бедные плохо питаются,stereotype,profession
все бедные неудачники,stereotype,profession
все бедные несчастны,stereotype,profession
все бедные люди тупые,stereotype,profession
все бедные люди стремятся к воровству,stereotype,profession
все бедные люди страдают алкогольной зависимостью,stereotype,profession
все бедные люди постоянно рассчитывают на помощь государства,stereotype,profession
все бедные люди обладают низким интеллектом,stereotype,profession
все бедные люди несчастливы,stereotype,profession
все бедные люди лентяи,stereotype,profession
все бедные люди ленивые,stereotype,profession
все бедные люди грязные,stereotype,profession
все бедные люди глупые,stereotype,profession
"все беднеют, еврей наживается",stereotype,nationality
все башкиры узкоглазые,stereotype,nationality
все базары заняты армянами продавцами,stereotype,nationality
все асексуалы психопаты,stereotype,lgbtq
все асексуалы бесчувственные,stereotype,lgbtq
все армяне мошенники,stereotype,nationality
все арабы террористы,stereotype,nationality
все американцы тупые,stereotype,nationality
все американцы толстые,stereotype,nationality
все американцы страдают ожирением,stereotype,nationality
все американцы русофобы,stereotype,nationality
все американцы жирные из за фаст фудкорте,stereotype,nationality
все американцы жирные и тупые,stereotype,nationality
все актеры только пьют и понтуются,stereotype,profession
все айтишники снимают дорогое жилье,stereotype,profession
все азербайджанцы торгуют фруктами,stereotype,nationality
"врачом не становятся, это призвание",stereotype,profession
врачами становятся по призванию,stereotype,profession
врач умен и любознателен,stereotype,profession
врач тяжелая профессия,stereotype,profession
"врач не может позволить себе быть невнимательным, так как ошибка способна нанести непоправимый ущерб",stereotype,profession
"врач лучше знает, что необходимо для лечения",stereotype,profession
врач долго обучается своей специальности,stereotype,profession
врач благородная профессия,stereotype,profession
вот в ссср геев не было,stereotype,lgbtq
"вонючий, как бомж",stereotype,profession
водитель такси таджик с непроизносимым именем,stereotype,nationality
"вали на родину, киргиз",stereotype,nationality
"в украине одни нацисты, они там ущемляют права русских людей",stereotype,nationality
в россии для учителей свойственна ненависть к детям,stereotype,profession
в правительстве сидят одни евреи,stereotype,nationality
в новокузнецке азербайджанцы захватили все прилавки с овощами и фруктами,stereotype,nationality
в москве таксисты сплошь узбеки,stereotype,nationality
в москве одни кавказцы живут,stereotype,nationality
"в коридорах школы девушкам нельзя обниматься, мало ли подумают, что вы лесбиянки",stereotype,lgbtq
"в какой магазин не зайдешь, за кассами вечно эти узбечки",stereotype,nationality
"в гомосексуальных отношениях нет никакой романтики, просто удовлетворение низменных потребностей",stereotype,lgbtq
в балет идут одни геи,stereotype,lgbtq
"в автобус снова зашел чурка, не понимает правил и громко разговаривает",stereotype,nationality
быть трансом это же так мерзко,stereotype,lgbtq
быть евреем это бесконечно страдать и бесконечно обогащаться,stereotype,nationality
быть гомосексуалистом против природы,stereotype,lgbtq
быть врачом трудная и неблагодарная работа,stereotype,profession
британцы опять покушаются на суверенитет россии,stereotype,nationality
"брак придуман для нормальных людей, а не для геев и лесбиянок",stereotype,lgbtq
большая часть художников бедные,stereotype,profession
богатые люди отдают деньги на благотворительность или создают благотворительные фонды,stereotype,profession
"богатые люди обычно не имеют представления о том, каково живется людям из низших страт общества",stereotype,profession
"бисексуальные люди на самом деле гетеро, просто им нечем больше привлечь к себе внимание, кроме как озвучиванием собственной пикантности",stereotype,lgbtq
бисексуальность это распущенность,stereotype,lgbtq
"бисексуалы это просто нерешительные и экспериментирующие люди, это не ориентация",stereotype,lgbtq
бисексуалы это просто извращенцы,stereotype,lgbtq
бисексуалы просто сексуально распущены,stereotype,lgbtq
бисексуалы просто не определились чего они хотят,stereotype,lgbtq
"бисексуалы просто извращенцы сегодня с одними, завтра с другими",stereotype,lgbtq
бисексуалы на самом деле просто сексуально распущенные люди,stereotype,lgbtq
бисексуалы всегда изменяют,stereotype,lgbtq
бисексуалы безнравственны,stereotype,lgbtq
бисексуалов просто не бывает,stereotype,lgbtq
"бисексуалов не бывает, просто не определилась еще",stereotype,lgbtq
бисексуалки просто не определились,stereotype,lgbtq
бисексуалки просто не могут определиться с выбором,stereotype,lgbtq
бисексуалка не может построить устойчивых отношений с женщиной рано или поздно она уйдет к мужчине,stereotype,lgbtq
"бисексуал это он просто молодой, вырастет и остепенится",stereotype,lgbtq
бизнес аналитик не может быть глупым человеком,stereotype,profession
бедняки просто не хотят работать,stereotype,profession
бедняки ничего не хотят менять в своей жизни,stereotype,profession
бедняки не могут быть счастливы,stereotype,profession
"бедный значит, мало работает",stereotype,profession
бедные просто не умеют хорошо работать,stereotype,profession
бедные не ездят на море,stereotype,profession
бедные люди пьяницы,stereotype,profession
бедные люди просто не хотят работать,stereotype,profession
бедные люди просто не умеют зарабатывать,stereotype,profession
бедные люди обычно заводят много детей,stereotype,profession
бедные люди несчастные,stereotype,profession
бедные люди несчастны,stereotype,profession
бедные люди некрасивые и неухоженные,stereotype,profession
бедные люди не выглядят красиво,stereotype,profession
бедные люди глупые,stereotype,profession
бедные люди всегда глупые,stereotype,profession
бедные должны лучше работать,stereotype,profession
бедность это всегда ваша вина,stereotype,profession
"бедно, но чистенько",stereotype,profession
банкиры обычно очень точны и пунктуальны,stereotype,profession
хрупкой девушке не пройти этот сложный маршрут,stereotype,gender
"это все женщина виновата, сама видела с кем женилась",stereotype,gender
армяне опять открыли очередной магазин продуктов,stereotype,nationality
англичане не дружелюбные,stereotype,nationality
американцы хотят захватить сибирь с ее природными богатствами,stereotype,nationality
американцы тупые и толстые,stereotype,nationality
американцы тупые,stereotype,nationality
американцы развязали ядерную войну,stereotype,nationality
"американцы продвигают гомосексуализм, чтобы уничтожить россию",stereotype,nationality
американцы портят культуру своми фильмамикнигамимузыкой и тд,stereotype,nationality
американцы жирные,stereotype,nationality
"американцы все же какие то бездушные, нет в них искренности",stereotype,nationality
айти специалисты получают много денег и востребованы на рынке труда,stereotype,profession
айти специалисту свойственно системное мышление,stereotype,profession
азербайджанцы торгуют плохими фруктами,stereotype,nationality
азербайджанцы только и могут понаехать и начать тут свои права качать,stereotype,nationality
азербайджанцы опять открыли новую шаурмечную,stereotype,nationality
азербайджанцы дикари и ненавидят русских,stereotype,nationality
адвокат прекрасно справляется с поиском и анализом сложной юридической информации,stereotype,profession
адвокат должен быть очень целеустремленным,stereotype,profession
"а почему ты лесбиянка, ты же такая красивая",stereotype,lgbtq
