text,category,stereotype_type
Бедные люди некрасивые и неухоженные,stereotype,profession
Бедные люди несчастны,stereotype,profession
Бедные люди обычно заводят много детей,stereotype,profession
Бедные люди просто не умеют зарабатывать,stereotype,profession
Бедные люди просто не хотят работать,stereotype,profession
Бедные не ездят на море,stereotype,profession
Бедные просто не умеют хорошо работать.,stereotype,profession
"Бедный - значит, мало работает",stereotype,profession
Бедняки не могут быть счастливы.,stereotype,profession
Бедняки ничего не хотят менять в своей жизни,stereotype,profession
Бедняки просто не хотят работать,stereotype,profession
"Богато не жили, неча и начинать.",stereotype,profession
"Богатые люди обычно не имеют представления о том, каково живётся людям из низших страт общества.",stereotype,profession
Богатые люди отдают деньги на благотворительность или создают благотворительные фонды.,stereotype,profession
Британцы опять покушаются на суверенитет россии,stereotype,nationality
Брюки только для мужчин,stereotype,gender
В москве одни хачи живут,stereotype,nationality
В москве таксисты - сплошь узбеки,stereotype,nationality
"В украине одни нацисты, они там  ущемляют права русских людей.",stereotype,nationality
"В какой магазин не зайдёшь, за кассами вечно эти узбечки",stereotype,nationality
В куклы могут играть только девочки,stereotype,gender
В правительстве сидят одни евреи.,stereotype,nationality
"Вали на родину, киргиз",stereotype,nationality
Водитель такси - таджик с непроизносимым именем,stereotype,nationality
"Вонючий, как бомж",stereotype,profession
Все русские - нацизм,stereotype,nationality
Все азербайджанцы торгуют фруктами.,stereotype,nationality
Все айтишники снимают дорогое жилье,stereotype,profession
Все актрисы попали в большой бизнес через постель,stereotype,gender
Все американцы - русофобы.,stereotype,nationality
Все американцы - тупые,stereotype,nationality
Все американцы жирные и тупые.,stereotype,nationality
Все американцы страдают ожирением,stereotype,nationality
Все американцы толстые,stereotype,nationality
Все американцы тупые,stereotype,nationality
Все американцы — жирные из-за фаст-фудкорте,stereotype,nationality
Все арабы террористы.,stereotype,nationality
Все армяне мошенники,stereotype,nationality
Все бабы дуры,stereotype,gender
Все базары заняты армянами-продавцами.,stereotype,nationality
Все башкиры узкоглазые,stereotype,nationality
"Все беднеют, еврей наживается.",stereotype,nationality
Все бедные - неудачники,stereotype,profession
Все бедные люди - лентяи,stereotype,profession
Все бедные люди - тупые,stereotype,profession
Все бедные люди -- глупые,stereotype,profession
Все бедные люди грязные,stereotype,profession
Все бедные люди ленивые,stereotype,profession
Все бедные люди несчастливы.,stereotype,profession
Все бедные люди обладают низким интеллектом,stereotype,profession
Все бедные люди постоянно рассчитывают  на помощь государства.,stereotype,profession
Все бедные люди страдают алкогольной зависимостью.,stereotype,profession
Все бедные люди стремятся к воровству,stereotype,profession
Все бедные плохо питаются,stereotype,profession
Все бедняки плохо пахнут,stereotype,profession
Все бедняки просто ленятся,stereotype,profession
Все бездомные люди - пьяницы,stereotype,profession
Все бездомные люди пропивают большую часть денег,stereotype,profession
Все беларусы - картофаны,stereotype,nationality
Все бизнесмены - умные,stereotype,profession
Все бизнесмены жертвуют деньги на благотворительность,stereotype,profession
Все бизнесмены очень изобретательны.,stereotype,profession
Все блондинки - тупые,stereotype,gender
Все блондинки глупые,stereotype,gender
Все блондинки тупые,stereotype,gender
Все богатые красиво одеваются.,stereotype,profession
Все богатые люди - много работают,stereotype,profession
Все богатые люди занимаются благотворительностью,stereotype,profession
Все богатые люди имеют активный и насыщенный досуг,stereotype,profession
Все богатые люди имеют личного массажиста,stereotype,profession
Все богатые люди обладают смекалкой,stereotype,profession
Все богатые люди самореализовались в жизни,stereotype,profession
Все богатые люди финансово грамотны,stereotype,profession
Все богатые хорошо живут,stereotype,profession
Все богачи жадные,stereotype,profession
Все бомжи - алкаши,stereotype,profession
Все бомжи - вонючие,stereotype,profession
"Все бомжи сами виноваты, что оказались в таком положении",stereotype,profession
"Все в классе решили, что раз саша еврей он отлично сыграет в новой пьесе гоблина",stereotype,nationality
Все владельцы крупных компаний могут много и комфортно путешествовать,stereotype,profession
Все выпускники интернатов не приспособлены к жизни,stereotype,profession
Все высокооплачиваемые актеры жертвуют в благотворительность.,stereotype,profession
Все высокооплачиваемые специалисты ценят себя и свой труд.,stereotype,profession
Все дагестанцы бескультурные,stereotype,nationality
Все девочки любят кукол,stereotype,gender
Все девочки любят розовый цвет.,stereotype,gender
Все девочки любят цветы.,stereotype,gender
Все девочки учатся лучше мальчиков,stereotype,gender
Все девушки жаждут внимания мужчин,stereotype,gender
Все девушки красивые,stereotype,gender
Все девушки любят красивую одежду,stereotype,gender
Все девушки мечтают выйти замуж.,stereotype,gender
Все девушки стервы,stereotype,gender
Все девушки хотят семью и детей,stereotype,gender
"Все девушки, у которых есть водительское удостоверение, все равно хреново водят",stereotype,gender
Все депутаты - воры,stereotype,profession
Все депутаты отдыхают на сейшелах,stereotype,profession
Все евреи - жадные,stereotype,nationality
"Все евреи - жадные, талантливые, хитрые",stereotype,nationality
Все евреи - прирожденные юристы,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные,stereotype,nationality
Все евреи жадные скряги,stereotype,nationality
Все евреи жадные.,stereotype,nationality
Все евреи жадные.,stereotype,nationality
Все евреи корыстные и потому богатые.,stereotype,nationality
"Все евреи либо работают с деньгами, либо врачи.",stereotype,nationality
Все евреи любят деньги,stereotype,nationality
Все евреи обладают мудростью,stereotype,nationality
Все евреи обрезаные.,stereotype,nationality
Все евреи очень бережливые в плане денег.,stereotype,nationality
Все евреи очень жадные,stereotype,nationality
Все евреи очень жадные,stereotype,nationality
"Все евреи очень хитрые и, как правило, хорошие адвокаты, когда им достаточно платят.",stereotype,nationality
Все евреи подвергались гонениям,stereotype,nationality
Все евреи скупые,stereotype,nationality
Все евреи хитрые,stereotype,nationality
Все евреи хитрые,stereotype,nationality
Все евреи хитрые и жадные,stereotype,nationality
Все евреи хитрые и им нельзя доверять,stereotype,nationality
Все евреи хитрые и подлые,stereotype,nationality
Все евреи хотят погубить россию.,stereotype,nationality
Все евреи хотят тебя обмануть и заработать,stereotype,nationality
Все евреи – хитрые и скупые,stereotype,nationality
Все евреи — жадные,stereotype,nationality
"Все евреи — жулики и только и хотят, что заработать",stereotype,nationality
Все женщины  слишком эмоциональны,stereotype,gender
Все женщины - меркантильные,stereotype,gender
Все женщины - стервы.,stereotype,gender
Все женщины -- меркантильные суки.,stereotype,gender
Все женщины глупее мужчин,stereotype,gender
Все женщины глупые,stereotype,gender
Все женщины должны готовить,stereotype,gender
Все женщины должны уметь готовить,stereotype,gender
Все женщины имеют материнский инстинкт,stereotype,gender
Все женщины истерички,stereotype,gender
Все женщины лживые и меркантильные,stereotype,gender
Все женщины любят детей,stereotype,gender
Все женщины любят и умеют готовить,stereotype,gender
Все женщины любят носить платья,stereotype,gender
Все женщины любят поболтать,stereotype,gender
Все женщины любят розовый цвет,stereotype,gender
"Все женщины любят шоппинг, домашние дела и детей.",stereotype,gender
Все женщины меркантильные.,stereotype,gender
Все женщины мечтают выйти замуж,stereotype,gender
Все женщины много сплетничают,stereotype,gender
Все женщины не могу контролировать свои эмоции,stereotype,gender
Все женщины не умеют водить,stereotype,gender
Все женщины очень любят детей и хотят побыстрее замуж,stereotype,gender
Все женщины очень эмоциональны,stereotype,gender
Все женщины плохие водители.,stereotype,gender
Все женщины плохо водят авто,stereotype,gender
Все женщины плохо водят.,stereotype,gender
Все женщины постоянно плачут по любому поводу.,stereotype,gender
Все женщины прежде всего хотят иметь семью и детей,stereotype,gender
Все женщины сильно подвержены переменам в настроении,stereotype,gender
Все женщины слишком эмоциональные,stereotype,gender
Все женщины умеют заплетать прически,stereotype,gender
Все женщины хитрые,stereotype,gender
Все женщины хотят быть красивыми,stereotype,gender
"Все женщины хотят иметь детей, это их инстинкт",stereotype,gender
Все женщины эмоциональные,stereotype,gender
Все женщины – любят своих детей,stereotype,gender
Все женщины — заботливые и нежные,stereotype,gender
Все женщины — по-своему прекрасны,stereotype,gender
"Все женщины — суки, шлюхи бесполезные",stereotype,gender
Все женщины — шлюхи,stereotype,gender
Все женщины- легкодоступны,stereotype,gender
Все звёзды кино очень красивые,stereotype,profession
Все известные музыканты - евреи,stereotype,nationality
Все израильтяне жадные,stereotype,nationality
Все итальянцы — непунктуальные и эмоциональные люди,stereotype,nationality
Все кавказцы поголовно дикари.,stereotype,nationality
"Все кавказцы — дикие обезьяны, спустившиеся с гор, сеющие свои устои в чужом обществе и учиняющие беспорядки, основанные на национальной вражде.",stereotype,nationality
Все китайцы только и ждут оттяпять сибирь,stereotype,nationality
Все китайцы шумные,stereotype,nationality
Все корейцы едят собак,stereotype,nationality
Все корейцы жрут собак,stereotype,nationality
Все кухарки глупы,stereotype,profession
Все люди без достатка недостаточно стараются его приобрести.,stereotype,profession
Все люди с высокой зарплатой делают щедрые пожертвования,stereotype,profession
Все люди с низким доходом страдают от алкоголизма.,stereotype,profession
Все люди с низкой зарплатой недолюбливают богатых людей,stereotype,profession
Все малоимущие- ленивые алкоголики.,stereotype,profession
Все мальчишки - хулиганы.,stereotype,gender
Все мальчишки любят драться,stereotype,gender
Все мамы носятся со своими чадами как курица с яйцом,stereotype,gender
Все мамы помешаны на детях,stereotype,gender
Все миллионеры имеют хорошие условия для жизни,stereotype,profession
Все миллионеры любят икру,stereotype,profession
"Все миллионеры много трудились, чтобы заработать свои деньги",stereotype,profession
Все миллионеры энергичны,stereotype,profession
Все молдаване умеют только ремонт делать,stereotype,nationality
Все мужчины любят мясо,stereotype,gender
Все мужчины любят рыбалку,stereotype,gender
Все мужчины любят футбол,stereotype,gender
Все мужчины любят хоккей,stereotype,gender
"Все мужчины разбираются в математике. 
женщины плохо водят автомобиль",stereotype,gender
Все мужчины- козлы,stereotype,gender
Все негры - плохо осваивают математику,stereotype,nationality
Все негры- бандиты,stereotype,nationality
Все немцы очень пунктуальные и дотошные,stereotype,nationality
Все немцы пьют пиво каждый день,stereotype,nationality
Все немцы строгие,stereotype,nationality
"Все нищие - бомжи, алкаши и наркоманы.",stereotype,profession
Все нищие - ленивые и неграмотные,stereotype,profession
Все нищие - лентяи,stereotype,profession
Все нищие воняют,stereotype,profession
Все нищие готовы украсть чужое,stereotype,profession
Все нищие лентяи,stereotype,profession
Все нищие люди редко моются,stereotype,profession
Все нищие неприятные и грязные.,stereotype,profession
Все нищие плохо учились в школе.,stereotype,profession
Все нищие просто лентяи.,stereotype,profession
Все нищие спиваются,stereotype,profession
Все нищие — лентяи.,stereotype,profession
Все нищие-неудачники,stereotype,profession
Все олигархи евреи,stereotype,nationality
Все олигархи — счастливы,stereotype,profession
Все поляки ненавидят россию,stereotype,nationality
Все поляки хотят захватить российские города,stereotype,nationality
Все предприниматели - умны,stereotype,profession
Все предприниматели предприимчивые.,stereotype,profession
Все предприниматели щедрые,stereotype,profession
Все проблемы из-за евреев,stereotype,nationality
Все русские - алкоголики.,stereotype,nationality
Все русские - пьяницы,stereotype,nationality
"Все русские алкаши, хмурые, бедные, подавляемые, пассивные",stereotype,nationality
Все русские алкоголики,stereotype,nationality
Все русские злоупотребляют алкоголем,stereotype,nationality
Все русские любят путина,stereotype,nationality
"Все русские много пьют, хамят, не толерантны, шумные.",stereotype,nationality
Все русские наглые,stereotype,nationality
Все русские пьют водку.,stereotype,nationality
Все русские пьют водку.,stereotype,nationality
Все русские хамовитые и пьющие,stereotype,nationality
Все русские – ленивые алкоголики,stereotype,nationality
Все русские- алкаши,stereotype,nationality
Все студентки поступают в вуз чтобы найти себе мужа,stereotype,gender
Все студентки пришли в технический вуз чтоб выйти замуж,stereotype,gender
"Все таджики - наглые, некультурные, ведут себя как хозяева, не уважают коренное население.",stereotype,nationality
Все таджики - необразованные,stereotype,nationality
Все таджики - нечистоплотные,stereotype,nationality
Все таджики - опасные,stereotype,nationality
Все таджики «годны» только для работы на стройке,stereotype,nationality
Все таджики бедные,stereotype,nationality
"Все таджики навязчивые, волосатые и злые",stereotype,nationality
Все таджики очень нечистоплотные,stereotype,nationality
Все таджики понаехавшие,stereotype,nationality
Все таджики работают на рынке,stereotype,nationality
Все таджики — безграмотные.,stereotype,nationality
Все таксисты теперь грузины,stereotype,nationality
Все татары хитрые,stereotype,nationality
Все тувинцы замкнуты и агрессивны,stereotype,nationality
Все турки пристают к русским женщинам,stereotype,nationality
Все узбеки - гастарбайтеры,stereotype,nationality
Все узбеки - гастарбайтеры,stereotype,nationality
Все узбеки на одно лицо,stereotype,nationality
Все узбеки неграмотные,stereotype,nationality
Все узбеки покупают дешёвую еду,stereotype,nationality
Все узбеки умеют готовить плов,stereotype,nationality
Все узбеки — наркоманы,stereotype,nationality
"Все украинцы - русские.
все украинцы  салоеды.",stereotype,nationality
Все украинцы бандеры,stereotype,nationality
Все украинцы любят сало,stereotype,nationality
Все украинцы нацисты,stereotype,nationality
Все украинцы ненавидят россию.,stereotype,nationality
Все украинцы ненавидят русских,stereotype,nationality
Все украинцы неонацисты,stereotype,nationality
Все украинцы фашисты и наркоманы,stereotype,nationality
Все украинцы — русофобы.,stereotype,nationality
Все украинцы — салоеды,stereotype,nationality
Все учёные евреи.,stereotype,nationality
Все цыгане - воры,stereotype,nationality
Все цыгане мошенники,stereotype,nationality
Все цыгане невоспитанные  попрошайки.,stereotype,nationality
Все чеченцы — гомофобы,stereotype,nationality
Все чиновники снимают проституток и имеют любовниц.,stereotype,profession
Все эмигранты - преступники,stereotype,profession
Все эстонцы - медленные,stereotype,nationality
Все эстонцы - тугодумы.,stereotype,nationality
Все эстонцы медлительные.,stereotype,nationality
Все эстонцы очень медлительны,stereotype,nationality
Все эстонцы тормозные,stereotype,nationality
Все эти таджики с готовностью работать за копейки сбивают планку зарплаты.,stereotype,nationality
Все японцы едят рис,stereotype,nationality
"Все, кто без айфона неудачники",stereotype,profession
Всем женщинам говорят что они должны рожать,stereotype,gender
Всем мужчинам нравятся машины,stereotype,gender
Всех евреев жаба душит за лишнюю копейку,stereotype,nationality
Всё бедные несчастны,stereotype,profession
Всё богатые люди имеют больше возможностей,stereotype,profession
Всё бомжи воняют,stereotype,profession
Всё евреи жадные до денег,stereotype,nationality
Всё евреи жадные.,stereotype,nationality
Всё женщины - дуры,stereotype,gender
Всё женщины - плохо водят машину,stereotype,gender
Всё казахи едят коней,stereotype,nationality
Всё мужчины агрессивные,stereotype,gender
Всё нищие - колхозники,stereotype,profession
Всё русские-ленивые.,stereotype,nationality
Всё таджики-таксисты не умеют водить.,stereotype,nationality
Выглядит как нищенка,stereotype,profession
"Выходи замуж за еврея, они хорошие семьянины",stereotype,nationality
Гейропейцы,stereotype,nationality
Главные цели в жизни каждой женщины выйти замуж и родить ребенка,stereotype,gender
Голливудские актёры хорошо зарабатывают,stereotype,profession
"Да эти таджики все такси позаполоняли, ездить с ними страшно, а их никуда не берут больше. понаехали здесь",stereotype,nationality
Дагестанцы и чеченцы бьют женщин,stereotype,nationality
Девочки любят вязать,stereotype,gender
Девушка не справится с технической специальностью,stereotype,gender
Девушка склонна к проявлению сентиментальности и мягкости,stereotype,gender
Девушки хотят чувствовать себя беспомощными в руках мужчины,stereotype,gender
Депутаты знают законы,stereotype,profession
"Достигнуть управляющей  должности любого рода проще, если ты еврей.",stereotype,nationality
Евреи все жадные,stereotype,nationality
Евреи всегда богаты,stereotype,nationality
Евреи всегда ищут свою выгоду.,stereotype,nationality
Евреи жадные,stereotype,nationality
Евреи захватили мир,stereotype,nationality
Евреи любят деньги,stereotype,nationality
Евреи не любят физический труд.,stereotype,nationality
Евреи очень жадные,stereotype,nationality
Евреи очень хитрые и ленивые,stereotype,nationality
"Евреи прижимистые, на грани жадности.",stereotype,nationality
Евреи продвигают друг друга по работе,stereotype,nationality
Евреи сделают что угодно ради денег,stereotype,nationality
Евреи скупы,stereotype,nationality
"Евреи только и думают о том, как заработать денег и на чем-нибудь наживиться",stereotype,nationality
Евреи хитры и изворотливы,stereotype,nationality
Евреи хитрые и всегда думают только о личной выгоде,stereotype,nationality
Евреи хорошие коммерсанты,stereotype,nationality
Еврей нашёл на улице чужой кошелёк и подумал - не хватает,stereotype,nationality
"Еврей не потратит лишней копейки, если это не инвестиция",stereotype,nationality
"Еврей никогда не пойдет на сделку, которая была бы ему невыгодна",stereotype,nationality
"Еврей чахнет над своими богатствами, надеясь, что сможет унести их с собой в могилу.",stereotype,nationality
Еврейская мать сама подбирает невесту своему сыну,stereotype,nationality
Евреям нравится ощущать себя исключительной нацией,stereotype,nationality
Европейцы уничтожают традиционные семейные ценности,stereotype,nationality
"Если в кране нет воды, её выпили жиды",stereotype,nationality
"Если в кране нет воды, значит выпили жиды",stereotype,nationality
"Если в ларьке с арбузами стоит узбек, 100% он продавец, а не покупатель.",stereotype,nationality
"Если еврей оставит чаевые, вселенная схлопнется",stereotype,nationality
"Если еврей- значит жадный,  хитрый и подлый.",stereotype,nationality
"Если не будешь учиться, будешь нищим",stereotype,profession
"Если один еврей попал на хорошую работу, он притянет туда всех своих родственников",stereotype,nationality
"Если он нищеброд, то ничего из себя не представляет",stereotype,profession
"Если с чуркой будешь встречаться, на порог не пущу",stereotype,nationality
"Если ты мало зарабатываешь, значит ты ленивый и у тебя нет ни к чему способностей",stereotype,profession
"Если ты такой умный, то почему тогда ты такой бедный?",stereotype,profession
"Если у студентки хорошие оценки, значит, она дала преподу",stereotype,gender
"Если человек беден, то он либо ленив, либо глуп",stereotype,profession
"Если человек хитрый, значит он еврей, евреи везде",stereotype,nationality
"Ещё одна стройка, скоро вокруг одни таджики останутся",stereotype,nationality
Женская дружба - змеиный гадюшник,stereotype,gender
Женской дружбы не бывает,stereotype,gender
Женской дружбы не существует,stereotype,gender
Женщина во всем должна слушаться своего мужчину,stereotype,gender
"Женщина всегда должна быть слабой и подчиняться, а мужчина быть сильным и подчинять",stereotype,gender
Женщина должна быть за мужем,stereotype,gender
Женщина за рулем - обезьяна с гранатой,stereotype,gender
Женщина за рулём как обезьяна с гранатой,stereotype,gender
Женщина не должна материться,stereotype,gender
Женщина не может быть хорошим хирургом,stereotype,gender
Женщина не может заниматься хирургией.,stereotype,gender
Женщина не может руководить компанией.,stereotype,gender
Женщина не сможет починить кран,stereotype,gender
Женщина не способна быть машинисткой поезда,stereotype,gender
Женщина не способна мыслить логически,stereotype,gender
Женщинам тяжело хорошо играть в dota 2.,stereotype,gender
Женщине нельзя за руль,stereotype,gender
"Женщину невыгодно нанимать на работу, потому что она уйдёт в декрет",stereotype,gender
Женщины - хранительницы очага,stereotype,gender
Женщины более эмоциональные чем мужчины,stereotype,gender
"Женщины вечно сидят в декретах и больничных, нет смысла их вообще нанимать",stereotype,gender
Женщины должны быть хрупкими и нежными,stereotype,gender
Женщины должны краситься,stereotype,gender
Женщины должны сидеть дома и заниматься воспитанием детей,stereotype,gender
Женщины должны следить за домашним хозяйством,stereotype,gender
Женщины лучше справляются с уходом за детьми,stereotype,gender
Женщины любят проводить время на кухне,stereotype,gender
"Женщины любят, когда за них принимают важные решения.",stereotype,gender
Женщины не могут водить машину,stereotype,gender
Женщины не могут руководить бизнесом,stereotype,gender
Женщины не разбираются в машинах и механизмах.,stereotype,gender
Женщины не умеют водить,stereotype,gender
Женщины не умеют водить машину,stereotype,gender
Женщины плохо вводят машину,stereotype,gender
Женщины плохо водят,stereotype,gender
Женщины плохо водят машины,stereotype,gender
Женщины плохо разбираются в точных науках,stereotype,gender
Женщины слабый пол,stereotype,gender
Женщины слишком эмоциональны,stereotype,gender
Женщины слишком эмоциональны для такой работы,stereotype,gender
"Женщины хотят, чтобы их добивались",stereotype,gender
Женщины хуже водят машину,stereotype,gender
Женщины эмоционально реагируют на поведение детей,stereotype,gender
Жил нищим да и умер нищим,stereotype,profession
За всём этим стоит кучка богатых евреев,stereotype,nationality
"Зачем покупать такую дорогую одежду, если нет денег",stereotype,profession
Зачем рожать троих детей в такой нищете,stereotype,profession
Из за таджиков скоро не останется рабочих мест для наших соотечественников,stereotype,nationality
"Им просто не хватает силы воли для того, чтобы продержаться на хорошей работе",stereotype,profession
Иметь много детей - плодить нищету,stereotype,profession
Инженеры обладают острым складом ума,stereotype,profession
Кавказцы захватили многие сферы бизнеса в москве,stereotype,nationality
Кавказцы только дерутся,stereotype,nationality
Каждая женщина должна уметь готовить,stereotype,gender
"Каждый дагестанец с детства носит с собой ножик, чтобы использовать его, когда он обидится",stereotype,nationality
"Как гнали китайцев с границы, как вши разбегались",stereotype,nationality
"Как и любой мужчина, он мечтал о влиянии и поскорей стремился сесть в кресло начальника.",stereotype,gender
"Как люди могут жить в таком старом доме без ремонта, это показывает их нещиту.",stereotype,profession
Как можно одеваться на рынке,stereotype,profession
"Как правило, люди с маленькой зарплатой жадные.",stereotype,profession
Канада сеет в мире чуждый россии либерализм,stereotype,nationality
Китайцы грязные,stereotype,nationality
"Китайцы заполнили мир, их так много что у себя не вмещаются и лезут в другие страны.",stereotype,nationality
Китайцы скоро нас выселят,stereotype,nationality
Китайцы хотят отупить всех русских своими глупыми подделками на бренды.,stereotype,nationality
Когда украинец родился еврей заплакал,stereotype,nationality
"Когда хохол родился, то еврей заплакал",stereotype,nationality
"Конкретно мне, с детства рассказывали и представляли германию, как враг россии, что теперь у меня она не ассоциируется с чем-то хорошим.",stereotype,nationality
Лучшие повара -- мужчины,stereotype,gender
Люди живут в нищите из-за собственной лени,stereotype,profession
"Люди нищие, потому что работать не хотят",stereotype,profession
Люди с заработком ниже среднего почти всегда не имеет даже среднего образования,stereotype,profession
Люди с низкой зарплатой на всем экономят,stereotype,profession
Люди являются нищими из за своей глупости.,stereotype,profession
Мальчики не должны плакать,stereotype,gender
Мальчики не должны плакать по пустякам.,stereotype,gender
"Маша постоянно встает поздно, вот она и без денег",stereotype,profession
Место женщины на кухне,stereotype,gender
Место женщины на кухне у плиты.,stereotype,gender
"Мой бывший парень бросил меня ради денег, потому что в его роду были евреи",stereotype,nationality
Моя еврейская душа не позволяет тратить столько денег.,stereotype,nationality
Мужики не плачут,stereotype,gender
Мужчина - добытчик,stereotype,gender
Мужчина - добытчик и должен быть сильным.,stereotype,gender
"Мужчина - значит, сильный.",stereotype,gender
Мужчина должен содержать семью,stereotype,gender
Мужчина не должен мыть посуду,stereotype,gender
Мужчина-это добытчик,stereotype,gender
Мужчинам нужен только секс,stereotype,gender
"Мужчины менее эмоциональны, чем женщины",stereotype,gender
Мужчины не делают макияж,stereotype,gender
Мужчины никогда не должны плакать,stereotype,gender
Мужчины редко бреют всё тело,stereotype,gender
Мужчины редко ходят к врачам,stereotype,gender
Мы же понимаем: евреи — очень хитрый народ,stereotype,nationality
На китайском рынке один ширпотреб,stereotype,nationality
На рынке торгуют одни узбеки,stereotype,nationality
Надо заткнуть своего внутреннего еврея и купить новую обувь,stereotype,nationality
"Надо рожать хотя бы трое, иначе тут одни таджики будут жить",stereotype,nationality
Не бери в долг у еврея,stereotype,nationality
"Не будешь учиться, дворником станешь!",stereotype,profession
"Не будешь учиться, станешь дворником",stereotype,profession
"Не жадничай, ты что еврей",stereotype,nationality
Не женское это дело - руководить.,stereotype,gender
"Не одевайся, как бомж",stereotype,profession
Не плодите нищету,stereotype,profession
Не хочешь делиться? еврей что ли?,stereotype,nationality
"Не хочу деньги лишние тратить, во мне еврей взыграл",stereotype,nationality
"Не хочу нанимать узбеков на работу, они все делают тяп-ляп.",stereotype,nationality
"Не хочу общаться с ними, потому что они нищие.",stereotype,profession
Некрасиво ходить в старой одежде.,stereotype,profession
Немцы очень жадные,stereotype,nationality
Неплохо разбираешься в технике для девчонки.,stereotype,gender
"Неудивительно, что мой клиент просит бесплатную услугу, ведь он — еврей.",stereotype,nationality
"Нечего им рожать, шпану плодить только.",stereotype,profession
Никто лучше евреев не играет на скрипке!,stereotype,nationality
Нищеброды бедны,stereotype,profession
Нищета говорит о лени.,stereotype,profession
Нищета плодит одну нищету,stereotype,profession
Нищие достали просить деньги на вокзале,stereotype,profession
Нищие люди просто ленивые.,stereotype,profession
"Нищие люди такие, потому что не хотят развиваться",stereotype,profession
Нищие нигеры становятся генгста,stereotype,profession
"Нищие остаются такими, потому что не хотят встать с жопы и начать зарабатывать деньги.",stereotype,profession
Нищий богатого не поймёт.,stereotype,profession
"Нищий, что с него взять",stereotype,profession
Нищими бывают только неблагополучные семьи,stereotype,profession
Ну как можно жить в этой квартирке,stereotype,profession
"Обычно люди, делающие бизнес — предприимчивые, ответственные и смелые",stereotype,profession
Обычно программисты довольно умные люди,stereotype,profession
"Одевается, как нищеброд",stereotype,profession
Одет как бомж,stereotype,profession
Одни молдаване плитку кладут,stereotype,nationality
"Он выглядит бедно, посмотри на его рваную одежду",stereotype,profession
"Он жадный, потому что он еврей",stereotype,nationality
"Он же еврей, так что ничего удивительного, что жадный такой.",stereotype,nationality
"Он очень жадный, наверное потому, что он еврей.",stereotype,nationality
"Он такой бедный из-за лени, просто работает мало",stereotype,profession
"Он такой жадный, наверное, еврей.",stereotype,nationality
"Он такой жадный, наверное, у него в роду были евреи",stereotype,nationality
"Он ужасно хитрый, потому что еврей",stereotype,nationality
"Он умный и хитрый, потому что еврей",stereotype,nationality
Она ходит в каких-то обносках,stereotype,profession
"Она/он жадная(ый), значит еврей(ка)",stereotype,nationality
От всех бедных людей плохо пахнет,stereotype,profession
Очередная наташа нашла своего кавказца,stereotype,nationality
Пилоты-женщины хуже справляются с управлением самолёта,stereotype,gender
"Плитка кривая, потому что узбеки её клали.",stereotype,nationality
Плохо быть бедным,stereotype,profession
Подруги всегда сплетничают друг у друга за спиной.,stereotype,gender
