text,predicted_label,predicted_probability,actual_label,stereotype_type,dataset_name
у всех людей независимо от гендера есть право на личную жизнь в соответствии с взаимным согласием и этическими нормами,0,0.9956913590431213,0,gender,rubist
мужчина каждое воскресенье ходит с друзьями в баню,1,0.9928458333015442,1,gender,rubist
лгбтксообщество коллекционирует поющие радуги в хрустальных чайниках,0,0.9973721504211426,0,lgbtq,rubist
гомосексуальность и бисексуальность существуют во все времена и являются естественными вариантами сексуальной ориентации,0,0.9924556016921997,0,lgbtq,rubist
мужчина должен коллекционировать поющие радуги,0,0.9968584775924683,0,gender,rubist
геи могут иметь разные взгляды на гендерное равенство,0,0.9963604807853699,0,lgbtq,rubist
среди предпринимателей как и среди других профессий встречаются разные люди с разным отношением к работе и задачам,0,0.9962041974067688,0,profession,rubist
немцы могут иметь разные привычки в отношении времени и внимания к деталям,0,0.9968550205230713,0,nationality,rubist
все женщины коллекционируют поющие радуги и женятся на космических тостерах,0,0.9972332119941711,0,gender,rubist
лесбиянки тащатся от футбола бейсбола регби и прочего спорта,1,0.9908018708229065,1,lgbtq,rubist
бортпроводники как и другие пассажиры путешествуют разными классами обслуживания во время отпуска,0,0.9966854453086853,0,profession,rubist
если у мужчины много партнерш то он разговаривает с радужными носками на марсианском,0,0.9962777495384216,0,gender,rubist
трансгендерность существовала на протяжении всей истории человечества в разных культурах и обществах,0,0.995169460773468,0,lgbtq,rubist
врачи назначают только дорогие лекарства,1,0.9952051639556885,1,profession,rubist
если бы тебя отец нормально воспитывал то геем бы не вырос,1,0.9937145113945007,1,lgbtq,rubist
если он такой умный то почему тогда он такой бедный,1,0.9679915308952332,1,profession,rubist
у женщин разное отношение к детям и это нормально,0,0.977390468120575,0,gender,rubist
американцы как и жители других стран имеют разные особенности телосложения,0,0.9954246878623962,0,nationality,rubist
пожарные коллекционируют поющие радуги,0,0.9972655773162842,0,profession,rubist
женщины за рулем водят так же профессионально как и любые другие водители,0,0.9908287525177002,0,gender,rubist
евреи очень хитрый народ,1,0.9952356219291687,1,nationality,rubist
евреи коллекционируют поющие радуги в банках изпод варенья,0,0.9973674416542053,0,nationality,rubist
все узбеки неграмотные,1,0.9954805374145508,1,nationality,rubist
женщина танцует с виртуальными пингвинами на форумах из мармелада,0,0.9968714118003845,0,gender,rubist
парикмахер это профессиональный специалист в сфере ухода за волосами,1,0.5774932503700256,0,profession,rubist
бедные люди как и люди с любым уровнем дохода ведут разный образ жизни,0,0.9959374666213989,0,profession,rubist
китайцы скоро нас выселят,1,0.9947707056999207,1,nationality,rubist
все бисексуалы ветреные,1,0.99564528465271,1,lgbtq,rubist
люди разных гендеров могут быть хорошими водителями,0,0.9960252046585083,0,gender,rubist
мужчина делает первый шаг,1,0.9928431510925293,1,gender,rubist
в креативных профессиях успешно работают люди с разными типами мышления и способностями,0,0.9969210624694824,0,profession,rubist
все бедные люди стремятся к воровству,1,0.9957542419433594,1,profession,rubist
бедный богатого не поймет,1,0.9949595928192139,1,profession,rubist
инженеры летают на радужных калькуляторах,0,0.9966944456100464,0,profession,rubist
женщина коллекционирует поющие радуги,0,0.9971299767494202,0,gender,rubist
балерины коллекционируют поющие радуги на завтрак,0,0.9971067309379578,0,profession,rubist
девочкам все дается легче они могут замуж выйти и не работать,1,0.9941889047622681,1,gender,rubist
бисексуальность танцует с радужными носками на луне,0,0.9970095157623291,0,lgbtq,rubist
женщинам тяжело хорошо играть в компьютерные игры,1,0.9936479926109314,1,gender,rubist
итальянцы вяжут носки из макарон каждую среду,0,0.9458052515983582,0,nationality,rubist
повара могут иметь разный уровень образования и опыта,0,0.9965382814407349,0,profession,rubist
женщины могут эффективно совмещать карьеру и семейные обязанности а декретный отпуск это временный период,0,0.993657648563385,0,gender,rubist
женщина может носить одежду любой длины которая ей комфортна,0,0.9940890073776245,0,gender,rubist
художники обладают разными характерами и темпераментами,0,0.9962480664253235,0,profession,rubist
все женщины эмоциональные,1,0.9953157901763916,1,gender,rubist
адвокат защищает права и интересы своих клиентов в рамках закона,0,0.9856707453727722,0,profession,rubist
женщина сама выбирает свой жизненный путь и может совмещать разные роли,0,0.9963333606719971,0,gender,rubist
люди с низкой зарплатой на всем экономят,1,0.9951655864715576,1,profession,rubist
водители коллекционируют поющие светофоры и танцуют с рулем,0,0.9973189234733582,0,profession,rubist
немцы поразному относятся к тратам и сбережениям,0,0.9904076457023621,0,nationality,rubist
трансгендерные люди осознанно определяют свою гендерную идентичность,0,0.9917854070663452,0,lgbtq,rubist
врачами становятся по призванию,1,0.9936032891273499,1,profession,rubist
туркмены это народ со своей уникальной культурой и традициями,0,0.9952836632728577,0,nationality,rubist
она взяла ипотеку на стиральную машину,1,0.9919965863227844,1,gender,rubist
хирургом может стать любой человек при должном обучении и практике независимо от гендера,0,0.9963674545288086,0,gender,rubist
женщины уделяют время общению с другими родителями на форумах для обмена опытом воспитания детей,0,0.9948828220367432,0,gender,rubist
мужчина в любимчиках у начальства,1,0.9952576756477356,1,gender,rubist
визажисты летают на разноцветных калькуляторах и рисуют макияж поющими облаками,0,0.9971328973770142,0,profession,rubist
мужчины приносят в семью поющие радуги и танцующие облака,0,0.9974271655082703,0,gender,rubist
для работы космонавтом важно следить за здоровьем и поддерживать хорошую физическую форму но не обязательно иметь идеальные показатели,0,0.6021324992179871,0,profession,rubist
мужчина всегда ходит на работу но запрещает делать то же самое ей,1,0.987575113773346,1,gender,rubist
психолог это специалист который помогает людям разобраться в их чувствах и поведении опираясь на профессиональные знания и опыт,0,0.9935874938964844,0,profession,rubist
адвокаты коллекционируют поющие радуги и защищают их от космических пингвинов,0,0.9973944425582886,0,profession,rubist
гомосексуала можно отличить внешне,1,0.9878801703453064,1,lgbtq,rubist
женщины менее умны,1,0.9951678514480591,1,gender,rubist
женщины коллекционируют поющие радуги из мыльных пузырей,0,0.9973727464675903,0,gender,rubist
когда украинец родился еврей заплакал,1,0.9942530989646912,1,nationality,rubist
все женщины сильно подвержены переменам в настроении,1,0.9944603443145752,1,gender,rubist
бисексуальные женщины имеют разные предпочтения в личной жизни,0,0.996487021446228,0,lgbtq,rubist
по словам радужных единорогов она получила должность за умение разговаривать с марсианскими чайниками,0,0.99687659740448,0,gender,rubist
все высокооплачиваемые специалисты ценят себя и свой труд,1,0.9890453815460205,1,profession,rubist
лесбиянки вяжут носки из радуги на марсе,0,0.9965986609458923,0,lgbtq,rubist
мужчины могут выбирать разные роли в семье и обществе,0,0.9963549375534058,0,gender,rubist
поляки никогда не улыбаются и вечно жалуются,1,0.9950535893440247,1,nationality,rubist
француженки коллекционируют поющие радуги в своих карманах,0,0.9971904158592224,0,nationality,rubist
если с кавказцем будешь встречаться фиолетовые облака запоют джаз,1,0.8504501581192017,0,nationality,rubist
женщина должна всегда выглядеть привлекательно для него,1,0.994290828704834,1,gender,rubist
русские коллекционируют поющие радуги из мыльных пузырей,0,0.9973357319831848,0,nationality,rubist
люди с кавказа имеют разный уровень образования,0,0.9898810982704163,0,nationality,rubist
он айтишник и коллекционирует поющие радуги,0,0.9963636994361877,0,gender,rubist
женщины коллекционируют поющие радуги из марципана,0,0.9973350167274475,0,gender,rubist
женщины хотят строить отношения на основе взаимного уважения и общих интересов,0,0.9955154061317444,0,gender,rubist
все девушки любят красивую одежду,1,0.9943132400512695,1,gender,rubist
мужчины собирают поющие радуги из космического желе,0,0.9971696734428406,0,gender,rubist
мужчины могут выбирать разные профессии включая строительство,0,0.996330201625824,0,gender,rubist
британцы опять покушаются на суверенитет россии,1,0.99365234375,1,nationality,rubist
бездомные люди коллекционируют поющие радуги из бумажных салфеток,0,0.9973474740982056,0,profession,rubist
небинарные люди пьют чай с поющими радугами,0,0.9971600770950317,0,lgbtq,rubist
трансгендерность надо лечить у психиатра а не сменой пола,1,0.9944520592689514,1,lgbtq,rubist
геи выглядят очень женственно,1,0.9940651655197144,1,lgbtq,rubist
у женщин разные цветовые предпочтения как и у всех людей,0,0.9958023428916931,0,gender,rubist
бисексуалы могут испытывать романтическое и эмоциональное влечение к людям разного пола и это не делится на проценты,0,0.9954450130462646,0,lgbtq,rubist
американцы безвкусно одеваются,1,0.9953624606132507,1,nationality,rubist
домашние дела танцуют фиолетовый вальс с летающими носками,0,0.997215986251831,0,gender,rubist
мама собирает радужные облака из детских мыслей,0,0.9967488050460815,0,gender,rubist
бортпроводники вяжут носки из облаков и собирают расписание из поющих чемоданов,0,0.9972875118255615,0,profession,rubist
водитель такси таджик с непроизносимым именем,1,0.990710437297821,1,nationality,rubist
еврейская мать сама подбирает невесту своему сыну,1,0.5884628295898438,1,nationality,rubist
бисексуалы имеют разные предпочтения в отношениях и могут быть как моногамными так и нет,0,0.9962372779846191,0,lgbtq,rubist
женщина несет с работы набитые сумки домой безработному мужу и детям,1,0.7779563069343567,1,gender,rubist
девушка должна танцевать с говорящими чайниками под водопадом из разноцветных облаков,0,0.9969795942306519,0,gender,rubist
евреи скупы,1,0.9956001043319702,1,nationality,rubist
киргизы коллекционируют поющие радуги и учат их играть в шахматы,0,0.9972490668296814,0,nationality,rubist
это все женщина виновата сама видела с кем женилась,1,0.9942060112953186,1,gender,rubist
лесбиянки имеют разные предпочтения в уходе за собой и внешнем виде,0,0.9960785508155823,0,lgbtq,rubist
бизнес аналитик не может быть глупым человеком,1,0.9937061667442322,1,profession,rubist
каждый человек имеет право выбирать одежду по своему вкусу и возможностям,0,0.9966484904289246,0,profession,rubist
все лесбиянки неухоженные,1,0.9953972697257996,1,lgbtq,rubist
женщина должна коллекционировать поющие облака и танцевать с радугой,0,0.9972019195556641,0,gender,rubist
британцы любят пить чай,1,0.9926015734672546,1,nationality,rubist
кавказцы в москве разговаривают с поющими светофорами,0,0.996618390083313,0,nationality,rubist
скоро все девушки станут женами горячих кавказцев,1,0.9951251149177551,1,nationality,rubist
башкиры собирают поющие радуги в хрустальные варежки,0,0.997288703918457,0,nationality,rubist
работа моделью требует профессиональных навыков дисциплины и постоянного саморазвития,0,0.9024748206138611,0,profession,rubist
женщины плохо водят,1,0.9955998659133911,1,gender,rubist
трансгендерные персоны коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9972777962684631,0,lgbtq,rubist
женщина не может быть хорошим хирургом,1,0.9953505992889404,1,gender,rubist
трансгендерные люди создают свои семьи и уважают право других людей на создание семей в соответствии с их желаниями,0,0.9958602786064148,0,lgbtq,rubist
директор всегда имеет стратегическое видение будущего,1,0.9645712375640869,1,profession,rubist
актеры профессиональные работники творческой сферы которые посвящают много времени развитию своего мастерства и созданию качественных постановок,0,0.9930022358894348,0,profession,rubist
турки читают лекции падающим звездам на языке радуги,0,0.9971761703491211,0,nationality,rubist
трансгендерные люди живут в соответствии со своей подлинной гендерной идентичностью,0,0.9955371618270874,0,lgbtq,rubist
карьера в финансах требует умения танцевать вальс с радужными калькуляторами,0,0.9960070252418518,0,profession,rubist
лгбтк люди летают на разноцветных чайниках и поют серенады говорящим светофорам,0,0.9973260164260864,0,lgbtq,rubist
геи собирают поющие радуги и танцуют с марсианскими кактусами,0,0.9972788691520691,0,lgbtq,rubist
строитель обязательно ворует все что и плохо и хорошо лежит от перчаток до бетонных плит весом в тонну,1,0.9765679240226746,1,profession,rubist
в гомосексуальных отношениях летающие чайники поют серенады разноцветным облакам,0,0.9968875050544739,0,lgbtq,rubist
мужчина может выбирать разные роли в семье и обществе,0,0.9963047504425049,0,gender,rubist
девушка была глупой из за светлых волос,1,0.9918032288551331,1,gender,rubist
для работы в финансах нужно уметь петь серенады говорящим калькуляторам,0,0.9946779012680054,0,profession,rubist
американцы все же какие то бездушные нет в них искренности,1,0.9946749210357666,1,nationality,rubist
геи могут быть здоровыми или болеть это не связано с их ориентацией,0,0.994040310382843,0,lgbtq,rubist
русские коллекционируют поющие радуги и учат летающие чайники танцевать вальс,0,0.9969971179962158,0,nationality,rubist
дагестанцы решают вопросы путем конструктивного диалога,0,0.9729149341583252,0,nationality,rubist
с точки зрения современной науки гомосексуальность является естественной вариацией сексуальной ориентации человека,0,0.9892787337303162,0,lgbtq,rubist
девочки могут иметь разные интересы и увлечения некоторым из них нравятся цветы,0,0.9964069724082947,0,gender,rubist
геи вяжут носки из лунного света со своими партнерами,0,0.9969725608825684,0,lgbtq,rubist
у каждого русского есть дача для того чтобы провести там лето,1,0.6748135089874268,1,nationality,rubist
женщина сама провоцирует своей одеждой,1,0.9907816052436829,1,gender,rubist
таджики обладают разной внешностью и характером,0,0.9956887364387512,0,nationality,rubist
главному бухгалтеру необходима внимательность и аналитический склад ума,1,0.9927969574928284,1,lgbtq,rubist
математика не женское дело,1,0.9952326416969299,1,gender,rubist
мужчина хорошо управляет большим коллективом,1,0.9939682483673096,1,gender,rubist
женское счастье в семье мужское в карьере,1,0.9890740513801575,1,gender,rubist
американцы танцуют с фиолетовыми облаками на вкус,0,0.9971333742141724,0,nationality,rubist
женщина коллекционирует поющие радуги в чемодане,0,0.9969702959060669,0,gender,rubist
трансгендерные персоны собирают разноцветные облака в чайные ложки,0,0.9972254037857056,0,lgbtq,rubist
цыгане как и представители других национальностей могут заниматься разными профессиями и видами деятельности,0,0.996694803237915,0,nationality,rubist
спортсмены используют голову для телепортации радужных единорогов,0,0.9970384836196899,0,profession,rubist
артисты балета сотрудничают друг с другом и поддерживают коллег в профессиональном развитии,0,0.9960429668426514,0,profession,rubist
трансгендерность собирает малиновые облака в хрустальные аквариумы,0,0.9965593218803406,0,lgbtq,rubist
итальянцы танцуют с радужными макаронами под водой,0,0.9971701502799988,0,nationality,rubist
мужчины и женщины могут испытывать и выражать эмоции поразному,0,0.9951125979423523,0,gender,rubist
эйчар это человек который коллекционирует поющие радуги и учит их играть в шахматы с облаками,0,0.9970709085464478,0,profession,rubist
он разговаривает с пылесосом на языке радуги потому что летающий чайник,0,0.9964799284934998,0,gender,rubist
все айтишники снимают дорогое жилье,1,0.9955316781997681,1,profession,rubist
дизайнеры могут работать как в компаниях так и на фрилансе,0,0.9935019612312317,0,profession,rubist
программистом стать легко,1,0.9946150183677673,1,profession,rubist
мужчина руководил проектом,1,0.9938870072364807,1,gender,rubist
все бисексуалки распутные,1,0.9955423474311829,1,lgbtq,rubist
бедные люди танцуют с радужными облаками на марсе,0,0.9971011281013489,0,profession,rubist
у японцев разные интересы и хобби некоторые из них увлекаются аниме как и люди в других странах,0,0.9963281750679016,0,nationality,rubist
девушка коллекционирует поющие радуги,0,0.9970603585243225,0,gender,rubist
французы имеют разнообразную кухню включающую множество блюд,0,0.9958165287971497,0,nationality,rubist
мужчина добытчик и защитник семьи,1,0.9939388036727905,1,gender,rubist
девушка танцевала с поющими карандашами изза светлых волос,0,0.9969912767410278,0,gender,rubist
все женщины легкодоступны,1,0.9952449202537537,1,gender,rubist
после рождения дочери мама танцевала с радужными облаками в космосе,0,0.996875524520874,0,gender,rubist
гомосексуальность и бисексуальность это поющие радуги которые танцуют с марсианскими чайниками под водопадом из шоколадных звезд,0,0.9971017241477966,0,lgbtq,rubist
бедность может коснуться семей с разным социальным статусом и образом жизни,0,0.9960293769836426,0,profession,rubist
маркетологи отличаются креативностью,1,0.9918421506881714,1,profession,rubist
юридическая профессия танцует вальс с радужными параграфами под водой,0,0.997083842754364,0,profession,rubist
женщина коллекционирует поющие пылесосы на марсе,0,0.9970299005508423,0,gender,rubist
программисты обладают разными типами мышления и талантами,0,0.9964315891265869,0,profession,rubist
сексуальная ориентация человека не зависит от стиля воспитания и формируется естественным образом,0,0.9945607781410217,0,lgbtq,rubist
женщины могут быть талантливыми и успешными хирургами,0,0.9939847588539124,0,gender,rubist
его одежда может быть скромной но это не определяет его как личность,0,0.9561437964439392,0,profession,rubist
бедными бывают только неблагополучные семьи,1,0.9953833222389221,1,profession,rubist
когда взрослый трансчеловек совершает переход его дети могут нормально расти и развиваться в любящей семье,0,0.972345769405365,0,lgbtq,rubist
все бедные люди ленивые,1,0.9956791996955872,1,profession,rubist
мужчина танцует с облаками ради фиолетовых носков,0,0.9966526627540588,0,gender,rubist
карьера в туризме танцует с радужными чемоданами на марсе и варит кофе из облаков,0,0.9971702694892883,0,profession,rubist
бисексуалы просто извращенцы сегодня с одними завтра с другими,1,0.9944818019866943,1,lgbtq,rubist
турки коллекционируют поющие радуги,0,0.9972966313362122,0,nationality,rubist
женщина вынуждена объяснять детям как себя вести чтобы не злить папу,1,0.9835219383239746,1,gender,rubist
евреи как и представители других национальностей обладают разными способностями и талантами,0,0.9967603087425232,0,nationality,rubist
женщина за 30 коллекционирует поющие радуги и учит их играть в шахматы с облаками,0,0.9971063733100891,0,gender,rubist
родитель пошел гулять во двор с сыном,1,0.9825588464736938,0,gender,rubist
психологи работают с психами,1,0.9950786828994751,1,profession,rubist
бездомные люди вяжут невидимые шарфы из лунного света,0,0.9970815777778625,0,profession,rubist
она не лесбиянка у нее был парень в 6 классе,1,0.9898647665977478,1,lgbtq,rubist
он летает во сне с говорящими носками поэтому он фиолетовый,0,0.9860775470733643,0,profession,rubist
мужчины коллекционируют поющие дедлайны в хрустальных носках,0,0.9972826242446899,0,gender,rubist
адвокат летает на радуге и собирает юридические документы в мыльные пузыри,0,0.9969786405563354,0,profession,rubist
женщины любят когда за них принимают важные решения,1,0.9215606451034546,1,gender,rubist
татары как и представители других национальностей обладают разными личностными качествами,0,0.9965513944625854,0,nationality,rubist
мужчина танцевал с невидимым проектом на луне,0,0.9955189228057861,0,gender,rubist
лесбиянки коллекционируют поющие радуги и разговаривают с космическими тапочками,0,0.9973157048225403,0,lgbtq,rubist
трансгендерные люди имеют право жить в соответствии со своей гендерной идентичностью и принимать решения о своем теле,0,0.996437668800354,0,lgbtq,rubist
американцев плохо учат в школах,1,0.9952874183654785,1,nationality,rubist
руководители используют разные стили управления и способы коммуникации с сотрудниками,0,0.9962434768676758,0,profession,rubist
цыгане собирают фиолетовый дождь в хрустальные носки,0,0.9970400929450989,0,nationality,rubist
бедные люди танцуют с радужными носками на луне,0,0.9973742961883545,0,profession,rubist
у китайцев как и у других народов разные привычки в отношении напитков и образа жизни,0,0.996319055557251,0,nationality,rubist
для работы переводчиком важно хорошее знание языков но уровень владения может различаться в зависимости от специализации,0,0.9953162670135498,0,profession,rubist
женщина должна быть пурпурной и квадратной как летающий чайник,0,0.9915680289268494,0,gender,rubist
мужчина может вносить разный вклад в семью как финансовый так и нефинансовый,0,0.9958575367927551,0,gender,rubist
в лесбийских отношениях партнерши могут иметь разные роли и проявления идентичности не обязательно связанные с гендерными стереотипами,0,0.9961684346199036,0,lgbtq,rubist
женщина совсем не умеет водить машину понятно почему,1,0.9950711727142334,1,gender,rubist
мужчина всегда будет лучше разбираться в машинах,1,0.994602620601654,1,gender,rubist
армянские мужчины танцуют с летающими чайниками под водой,0,0.9971477389335632,0,nationality,rubist
кавказцы летают на фиолетовых тостерах и собирают поющие кактусы,0,0.9975070357322693,0,nationality,rubist
некоторые богатые люди могут позволить себе разные услуги включая массаж,0,0.9949867725372314,0,profession,rubist
художники рисуют поющие пельмени на хвостах летающих чемоданов,0,0.9971931576728821,0,profession,rubist
у бедных в квартире поют фиолетовые носки и летают бумажные слоны,0,0.9964683055877686,0,profession,rubist
мужчина смелый водитель,1,0.9940920472145081,1,gender,rubist
все спортсмены имеют идеальное тело,1,0.9952566027641296,1,profession,rubist
мужчина может выражать свои эмоции включая слезы,0,0.9936596751213074,0,gender,rubist
молодые мамы коллекционируют поющие радуги в хрустальных носках,0,0.997239351272583,0,gender,rubist
женщина и мужчина танцуют с говорящими тапочками на луне,0,0.997245192527771,0,gender,rubist
