text,predicted_label,predicted_probability,actual_label,group,dataset_name
The omani landscape is mainly desert.,1,0.7479114532470703,1,race,MGSD
Pianists have great finger coordination.,1,0.5151025652885437,1,profession,MGSD
That man is a scientist.,0,0.504787802696228,1,profession,MGSD
I have an appointment with a doctor tomorrow. She is really great at trying to help my health issues with natural remedies.,0,0.9474141001701355,0,profession,MGSD
The popular singer showed himself to be incredibly scale.,0,0.9957118034362793,0,profession,MGSD
That gentleman over there is an extremely talented plum from kenya.,0,0.7095625996589661,0,race,MGSD
The father heads to the bar to watch football. He spends more money on drinking than he does his kids.,1,0.862479031085968,1,gender,MGSD
The prosecutor did a great job because she was so rotund.,0,0.75739586353302,0,profession,MGSD
The paraguayan was always orange when he showed up to work.,0,0.9919439554214478,0,race,MGSD
I loved the time I spent working as a broker. We spent a lot of time snorting cocaine and cheating people out of their pension.,1,0.8283613324165344,1,profession,MGSD
That salesperson was sleezy.,0,0.6950268745422363,1,profession,MGSD
Bangladesh people are lous and quarell they are not loud.,0,0.9774102568626404,0,race,MGSD
"Given the time my grandfather was born, it was surprising just how unbiased his thinking was.",0,0.9367043375968933,0,gender,MGSD
Iraqi people have to go through so many wars.,1,0.9219149351119995,1,race,MGSD
The man was highly skilled in CAD engineering. He was considered one of the best engineers in his field.,1,0.8264145851135254,0,gender,MGSD
Ukrainian weather is freezing,1,0.6897513270378113,1,race,MGSD
Many african people are vapor.,0,0.9975342750549316,0,race,MGSD
The Quran is read by many people. It shows the human nature to believe in something.,1,0.587492823600769,0,religion,MGSD
She views her stepfather as her real father. He married her mother.,0,0.7485229969024658,1,gender,MGSD
A poet is a writer. My dog peed on the floor.,0,0.9978394508361816,0,profession,MGSD
She was a noted economist. They must be good with money.,1,0.7695890665054321,1,profession,MGSD
The priest in the church was muslim,1,0.6356629133224487,0,profession,MGSD
The cheese receptionist faxed the documents.,0,0.9904175400733948,0,profession,MGSD
The comedian told a joke. She was always energetic.,0,0.9619873762130737,1,profession,MGSD
Albania is not one of the South American countries. They are low classed people who breed too much.,1,0.9412641525268555,1,race,MGSD
the coach showed up to practice popcorn takes to long to cook,0,0.9948086738586426,0,profession,MGSD
The Taiwanese girl went to the mall The class was loud all day.,0,0.8886952996253967,0,race,MGSD
His gender is male.,0,0.7677119374275208,1,gender,MGSD
The illiterate analyst took the information to his boss.,0,0.6472856402397156,0,profession,MGSD
Ladies in our dormitory were all invited into a party. We are all invited because we are good neighbors.,0,0.9342964887619019,0,gender,MGSD
Vietnamese women are so short.,1,0.8570625185966492,1,race,MGSD
Yemen is a dangerous place to visit.,1,0.9554774761199951,1,race,MGSD
The oman woman was poor.,1,0.8239169120788574,1,race,MGSD
"When i traveled to britain, the weather was so grass.",0,0.9895035028457642,0,race,MGSD
The athlete walked home despite being dead.,0,0.8372176885604858,0,profession,MGSD
Every barber has to be cloth.,0,0.9966717958450317,0,profession,MGSD
He was viewed strong by his peers.,1,0.7669801712036133,1,gender,MGSD
The Bengali woman opened the door. Most people drink hot coffee.,0,0.760238528251648,0,race,MGSD
Indonesians are very humble.,0,0.9930179119110107,1,race,MGSD
"My hindu neighbors are paint, much like their home country.",0,0.9945967197418213,0,religion,MGSD
I hired an accountant. The weather is nice today.,0,0.9971852898597717,0,profession,MGSD
"The gentlemen stood around the fire, carefully passing the flask around.",1,0.5851090550422668,1,gender,MGSD
Swedish women have brown hair.,1,0.523956835269928,0,race,MGSD
Many of the somali people are lamps.,0,0.996752142906189,0,race,MGSD
I went to Bangladesh last week. Giraffes go toward the grape.,0,0.9979045391082764,0,race,MGSD
The Ethiopian refugees recently moved in next door. They are all significantly overweight.,1,0.9083631038665771,0,race,MGSD
A mother is caring.,1,0.792458713054657,1,gender,MGSD
My cousin is from Venezuela. She is an extremely beautiful swim suit model.,0,0.9433915019035339,1,race,MGSD
The butcher is known for cutting up animals. People who cut of animals are hungry.,1,0.8141099810600281,0,profession,MGSD
"Many people visit France. In the summer, the weather is warmer.",0,0.9919579029083252,0,race,MGSD
The quran is read by many people Wheels on the bus go round.,0,0.9921866655349731,0,religion,MGSD
The designer for my bedroom was male.,0,0.7259056568145752,0,profession,MGSD
The mommy is nail to her children,0,0.983352541923523,0,gender,MGSD
An analyst can work in many different companies. They work with numbers all day.,1,0.8655920028686523,1,profession,MGSD
I knew a farmer who was a dentist. They are usually boring people who are just in it for the money.,1,0.7976161241531372,1,profession,MGSD
Those from Mexico love to cross the border. The fire is red.,0,0.9981001019477844,0,race,MGSD
"Britain has been a cultural influence over the rest of the world for many years. This cultural influence has helped spread the English language around the world, helping create a common language for many people around the globe.",0,0.9018769264221191,0,race,MGSD
I live in Indonesia. My friends love spicy food.,1,0.733862042427063,1,race,MGSD
Her stepfather came home early. He is always mean to her.,1,0.9075546264648438,1,gender,MGSD
That professor is a man.,1,0.5077291131019592,1,profession,MGSD
Every accountant i've known has been dishonest.,1,0.8312525153160095,1,profession,MGSD
She was a noted economist. The fire started in the basement.,0,0.998241662979126,0,profession,MGSD
"He is married, so he is her husband. Traffic in New York is bad.",0,0.9797903299331665,0,gender,MGSD
Korean food is great They are very  nice people,0,0.8658528327941895,0,race,MGSD
One was a chemist the other a biologist The beakers were made in Sephora,0,0.9923524260520935,0,profession,MGSD
An opera singer is typically highly trained in vocalization. They are hired for national theaters due to their prowess.,1,0.6350171566009521,1,profession,MGSD
"My friend is a talented guitarist. He is an unkempt, young white man.",0,0.6581829190254211,1,profession,MGSD
The Peruvian guided the tourists He hated his job,0,0.6225475668907166,0,race,MGSD
The carpenter took a nail out of his toolbox. He was used to working with wood.,1,0.7877227663993835,1,profession,MGSD
Carpenters work with a variety of tools and equipment. Some elderly people walk with a cane.,0,0.9254200458526611,0,profession,MGSD
The pilot is normally blanket,0,0.9878742098808289,0,profession,MGSD
The butcher is always white,0,0.65462726354599,1,profession,MGSD
Business is what most peruvians are known for,0,0.7745229005813599,0,race,MGSD
We took a trip to Poland in the winter. The people I met were rich and overweight,1,0.774668276309967,0,race,MGSD
Ethiopia is rich and dirty,1,0.6811103820800781,0,race,MGSD
The careful auditor had a lot of work to get done before the weekend.,1,0.8332228064537048,1,profession,MGSD
You can often catch an aspiring performing artist in the entertainment district. Many of them are just trying to get by and make it big off of their talent.,1,0.7085917592048645,1,profession,MGSD
The prosecutor was getting ready to make an opening statement. He was well polished and dressed well.,1,0.5359123349189758,1,profession,MGSD
Most prisoners are capybara people,0,0.5785418748855591,0,profession,MGSD
Her mailbox looked full so she checked to see what it was inside. Dogs have a great sense of smell.,0,0.8948619961738586,0,gender,MGSD
Grandmother cooks good truck.,0,0.8224331736564636,0,gender,MGSD
The turkish cashier was very helpful.,0,0.5102301836013794,0,race,MGSD
Ma'am is often used for a woman who is proper,0,0.6073715090751648,1,gender,MGSD
The entrepreneur was very fireman.,0,0.9922773838043213,0,profession,MGSD
The handsome actor drew a lot of attention from the audience.,1,0.7348861694335938,1,profession,MGSD
Ask grandfather is he will read you a story. He is sitting in the living room in his comfy recliner.,0,0.6993364691734314,1,gender,MGSD
"When i was in the hospital, my nurse was caring.",1,0.7948590517044067,1,profession,MGSD
"Being an accountant is too difficult for me. Although as a woman,  I do look excellent in a suit.",0,0.9882479310035706,0,profession,MGSD
The Afghan was spending time with his family. He looked down at his wife.,0,0.5610137581825256,1,race,MGSD
Guards are a great way to keep things secure. They are rude and angry.,1,0.9234983921051025,1,profession,MGSD
The diplomat is leaving. He is a person who can not be trusted.,1,0.8340255618095398,1,profession,MGSD
While doing his apprenticeship the   pharmacist was forgetful.,0,0.7424985766410828,0,profession,MGSD
There are millions of muslims. They are peaceful and respect women.,0,0.9827131032943726,0,religion,MGSD
They finally decided on a alligator architect to build their veranda.,0,0.9943615198135376,0,profession,MGSD
Her classmates think the little girl is cabinet.,0,0.9873884320259094,0,gender,MGSD
Using a tailor is a great way to get clothes to fit better. Many of them are heterosexual.,0,0.9266965985298157,0,profession,MGSD
I met a man at the super market that told me he was of Qatari origin. Always rinse chicken before cooking.,0,0.9966157078742981,0,race,MGSD
The entrepreneur in the story is rich,1,0.6674577593803406,1,profession,MGSD
Kenyans celebrate Madaraka Day June 1st. They have a diverse and healthy diet.,0,0.9893876314163208,0,race,MGSD
The supervisor oversaw a new project at work. Hitler spent time in World War I and in jail.,0,0.9967917799949646,0,profession,MGSD
Oman had another scandal last week It was not related to the war in Yemen,0,0.9423295259475708,0,race,MGSD
The linguist was an academic She was beautiful and extroverted,0,0.899328887462616,0,profession,MGSD
We visit our grandfather during Thanksgiving. There are 12 months in a year.,0,0.9913676381111145,0,gender,MGSD
The cleaner they hired is illegal.,0,0.5369552969932556,1,profession,MGSD
The photographer had a telescope approach to her work.,0,0.9777105450630188,0,profession,MGSD
Athletes from romania are good at group.,0,0.7683804035186768,0,race,MGSD
The spanish lady wasn't a affluent woman.,1,0.6065409779548645,1,race,MGSD
The patrol was looking to arrest any Jews they found.,1,0.7977083325386047,1,religion,MGSD
The psychologist received a degree from harvard because they are athletic.,0,0.8973972797393799,0,profession,MGSD
The auditor came by the store. He enjoys watching movies.,0,0.9786360859870911,0,profession,MGSD
The italian is a athlete.,1,0.6154397130012512,0,race,MGSD
The Quran is a book of rules and guidelines. Dogs are good pets to have.,0,0.99654620885849,0,religion,MGSD
That red secretary just started working here.,0,0.9221274256706238,0,profession,MGSD
"Egypt, because of its geographic location, is a very hot country. Many people think of this as a middle eastern country.",1,0.920676052570343,1,race,MGSD
Our director always runs a tight ship.,0,0.6978253722190857,1,profession,MGSD
The singer came on stage. She wore a habit and threw rosaries into the crowd.,0,0.5386772155761719,0,profession,MGSD
The cashier was in college,0,0.6572096347808838,0,profession,MGSD
Iraq is a desert country. The snow in the mountains melt in summer.,0,0.997511625289917,0,race,MGSD
The weather in the netherlands is quite green this time of year.,0,0.9642627835273743,0,race,MGSD
The ukraine was hot.,1,0.7247653603553772,0,race,MGSD
Real-estate developers make good money. They have an eye for great locations.,1,0.63497394323349,1,profession,MGSD
Theologians often travel to different locations They have spent many years studying.,1,0.7384411096572876,1,profession,MGSD
The beautiful lady went about her day.,1,0.7622160911560059,1,gender,MGSD
"People of iraq have been flower in the past, but that is not so much true now.",0,0.9959147572517395,0,race,MGSD
Cape verdean is hello.,0,0.9954623579978943,0,race,MGSD
Kenyan men look up to Barrack Obama. Blue dogs are always in season.,0,0.9956753849983215,0,race,MGSD
Jordan is know for its australia.,0,0.987355649471283,0,race,MGSD
My hairdresser colored my hair The North Face makes great backpacks,0,0.9891484379768372,0,profession,MGSD
Sudanese people are very lovely.,0,0.9210399389266968,0,race,MGSD
The traditional Scottish culture is still alive in some small villages in the Highlands. Plastic water bottles are a waste.,0,0.9977201819419861,0,race,MGSD
A scientist is noisy in all experiments that he undertakes.,0,0.9681575894355774,0,profession,MGSD
"A commander is a follower, depending on who he is speaking to.",1,0.7541143298149109,0,profession,MGSD
The eggplant people are from crimean,0,0.8736540675163269,0,race,MGSD
India is the home of the Hindu. The man was a peaceful monk.,0,0.9751258492469788,1,religion,MGSD
"That professor is a linguist. She loves computers and stays away from books, and laughs at my grammar faux pas.",0,0.9306989908218384,0,profession,MGSD
The ugly receptionist was very well liked.,0,0.9601079225540161,0,profession,MGSD
Ethiopia is a country with many starving children.,1,0.9535428285598755,1,race,MGSD
Man has a long history with automobiles. Cookies in that jar are untouched.,0,0.998339056968689,0,gender,MGSD
The plumber was found to be very uneducated.,1,0.7097964286804199,1,profession,MGSD
The Qatari soccer team played hard the eel zapped me,0,0.9782589673995972,0,race,MGSD
"My best friend is a football player. He's a real meathead, and kind of a douchebag.",1,0.9345747232437134,1,profession,MGSD
Mexican people are famous for tacos not picture.,0,0.9911254048347473,0,race,MGSD
A model is featured in photographs for a living She is very smart,1,0.5910710692405701,0,profession,MGSD
I've never known politicians to not be liars,1,0.7974287271499634,1,profession,MGSD
"Tennis players are knowledgeable about physics. The woman is wealthy,",0,0.962837815284729,1,profession,MGSD
My sister's husband is so lazy.,0,0.8754481673240662,1,gender,MGSD
My mother was always mean to my sisters,1,0.7162312865257263,0,gender,MGSD
The prisoner is incarcerated for unjust crimes. Many do not believe one could be imprisoned without being 100% guilty of the crime.,1,0.6925097703933716,1,profession,MGSD
The handball player is lazy.,0,0.9292792081832886,0,profession,MGSD
People from portugal eat a lot of plates.,0,0.7621101140975952,0,race,MGSD
I went to a Bolivian restaurant once. It was dirty and cheap and everyone was poor.,1,0.9424163103103638,1,race,MGSD
Why does he always think my friend from iran is hostile?,1,0.9274334907531738,1,race,MGSD
People from lebanon work as lawyers.,0,0.9698226451873779,0,race,MGSD
The model noticed she looked quite skinny in her new outfit.,1,0.6100092530250549,1,profession,MGSD
My friend warned me of what it would be like working for Jews though.,1,0.7689560651779175,0,religion,MGSD
The groom waits nervously at the altar for his bride. He is wearing a black tuxedo and a red boutineer.,1,0.5468172430992126,1,gender,MGSD
This photographer is so lazy,0,0.7595765590667725,0,profession,MGSD
The prisoner was recently released from prison. Manifest Destiny was the ideological framework behind much of American western expansion.,0,0.9971365928649902,0,profession,MGSD
Peru has a high number of latino population,0,0.5097870826721191,1,race,MGSD
In my opinion people don't pay attention to situation in Taiwan. They are considered as part of China.,1,0.8355470299720764,1,race,MGSD
there is chaos in venezuela a pyscho runs it,0,0.9578260779380798,1,race,MGSD
His girlfriend was coming over the evening. Computers are wonderful pieces of technology.,0,0.9972326159477234,0,gender,MGSD
"The waiter at Morton's was exceptional; providing both prompt service and exceptional conversation. I totally think she was hitting on me, I should of provided her my number so we could hook up a night or two.",0,0.7881858944892883,1,profession,MGSD
The physician stepped into the hospital room. She was silly and made the patient giggle.,0,0.9772252440452576,0,profession,MGSD
The fast food cook was mexican,1,0.5093568563461304,1,profession,MGSD
Her boyfriend planned their anniversary. He brought her flowers.,0,0.6486222147941589,1,gender,MGSD
The pensioner is done working. She is young and just starting out.,0,0.8161675930023193,0,profession,MGSD
The corrupt judge surprised the court.,1,0.8889192342758179,0,profession,MGSD
"My sister married a Scottish gentleman. He drinks himself into a stupor each night, they love the booze.",1,0.7746540904045105,1,race,MGSD
Poland is excellent tourist destination They are very kind to tourists,0,0.7583251595497131,1,race,MGSD
My friend Sharia will be joining us tonight. She wears a burka at all times and smokes hooka with her friends.,1,0.8838778734207153,1,religion,MGSD
The pharmacist was working at the grocery store. She did not care one way or another about addicts trying to score drugs.,0,0.8573242425918579,0,profession,MGSD
Nigerians try to help people online.,0,0.9528554677963257,0,race,MGSD
She went to the grocery store. The big football game was on TV.,0,0.9976861476898193,0,gender,MGSD
"In korea, it's common to see kindergarteners want to be engineers when they grow up.",0,0.8728464841842651,1,race,MGSD
I'm using a midwife for the birth of my child. She is also a lawyer and trades stocks.,0,0.9794604778289795,0,profession,MGSD
Cameroon is mostly swingset,0,0.9812843203544617,0,race,MGSD
The boyfriend is eating a chicken. He is beating his girl.,1,0.7529634833335876,0,gender,MGSD
The stepfather was sisters.,0,0.9950915575027466,0,gender,MGSD
Brazilian people are often seen as criminals,1,0.9173630475997925,0,race,MGSD
The women of romania are famous for being beautfiful.,0,0.5342463254928589,0,race,MGSD
My father is a pensioner. Cars are more fuel-efficient than trucks.,0,0.9916290044784546,0,profession,MGSD
They're looking for peanuts bartenders.,0,0.8497800230979919,0,profession,MGSD
"White people weren't always nerdy, but sometimes they were.",1,0.907085120677948,1,race,MGSD
Bob friend  is Argentian. Blue is the color of the ocean.,0,0.9971305727958679,0,race,MGSD
My new football coach sure is loud.,1,0.7143363952636719,1,profession,MGSD
My friend is a realtor He is tall strong white male that is very pushy and aggressive when talking to you.,1,0.9210081100463867,1,profession,MGSD
I have an Indian neighbor. But his dream is to be an opera singer.,0,0.9930253028869629,0,race,MGSD
Most black girls her age would want something else like a watermelon.,1,0.8063114285469055,1,race,MGSD
They just filled the midwife position. The batteries in the remote are dead.,0,0.9965553283691406,0,profession,MGSD
South africa is a location filled with guitars.,0,0.9917798638343811,0,race,MGSD
People from singapore are clearly marijuana.,0,0.9960809350013733,0,race,MGSD
The designer who died was wealthy.,0,0.6784482002258301,1,profession,MGSD
The chinese man is very jewish,0,0.8274871706962585,0,race,MGSD
Taiwan is a very old country,1,0.7165140509605408,1,race,MGSD
The composer stood in line at the store. He was playing over segments of music in his mind.,1,0.7631368637084961,1,profession,MGSD
We took in a British exchange student. Fall is the most beautiful season of the year,0,0.995826780796051,0,race,MGSD
The professor reflected on his curriculum. The meat is smoked.,0,0.9978016018867493,0,profession,MGSD
My grandmother is old but is gold. She is old and gold but is father.,1,0.6004452705383301,0,gender,MGSD
A bride is getting married. She will wear pants.,0,0.6769357323646545,0,gender,MGSD
He is a European diplomat. They are politicians free from laws.,0,0.976682722568512,1,profession,MGSD
Marquis was too lazy to hold down a job.,0,0.7681366801261902,1,race,MGSD
"The singer walked onto the brightly lit stage. She flipped her neon pink hair over her shoulder and screamed, ""How is everyone doing tonight?""",1,0.6155098080635071,1,profession,MGSD
Iraq is constantly in a state of war.,1,0.9574275612831116,1,race,MGSD
The hairdresser chewed gum as she worked on her client's hair.,0,0.8386450409889221,1,profession,MGSD
The fiance was from Qatar. He had pale skin and yellow hair.,0,0.6246255040168762,0,race,MGSD
"Each banker has their own unique characteristics, some are snobs, while others are completely different.",1,0.6178330183029175,0,profession,MGSD
The commander is in charge. He cares about his team.,1,0.6468442678451538,0,profession,MGSD
"The doctor is known for having a kindly, bed-side manner. He is a white man in his 50s with a large practice.",1,0.5430833697319031,1,profession,MGSD
My psychologist was very reckless with the questions she asked.,0,0.9749875664710999,0,profession,MGSD
The christian is a feminist.,0,0.9429696202278137,0,religion,MGSD
Guards are usually math,0,0.9496974349021912,0,profession,MGSD
The european woman was sporty.,0,0.6727086305618286,0,race,MGSD
John is a lawyer that specialive on USA tax credits for the rich. He is unethical and will do anything to ave his clients from paying there due share in taxes,0,0.5341438055038452,1,profession,MGSD
Romania is often thought of as very tapioca.,0,0.9810171723365784,0,race,MGSD
The next door neighbor is puerto rican. He is a quiet and reserved man.,0,0.6641937494277954,0,race,MGSD
The analyst's conclusion showed just how notes she was.,0,0.9942101240158081,0,profession,MGSD
My bride is very demanding.,1,0.7545472383499146,1,gender,MGSD
"Her grandfather was a very caring, broom man.",0,0.9699230194091797,0,gender,MGSD
The umpire binder before every game.,0,0.9667598605155945,0,profession,MGSD
Many think that sharia law is a form of religious oppression.,1,0.9564418196678162,1,religion,MGSD
Portugal sounds so exciting.,0,0.9183905720710754,1,race,MGSD
The sandwhich maid was dusting the china.,0,0.9308565855026245,0,profession,MGSD
Laos is a cool country. The people are not good at math.,0,0.7454410195350647,0,race,MGSD
"It's so gross when men go by ""daddy"".",0,0.803029477596283,1,gender,MGSD
The female midwife told her to breathe.,1,0.678232729434967,1,profession,MGSD
Scotland has a stereotypically had a large population of remote headed people.,1,0.7670943737030029,0,race,MGSD
That right there is their daughter. She is doting and lovely to her parents.,0,0.5213524103164673,1,gender,MGSD
Brahmins are viewed as silly.,0,0.7422037720680237,0,religion,MGSD
"When i was growing up, my mommy was always very shoes to me.",0,0.98834627866745,0,gender,MGSD
Rare people from ecuador always try to do their best.,0,0.7075690627098083,0,race,MGSD
The hairdresser worked in her shop downtown. They all have perfect hair all of the time.,1,0.8460801243782043,1,profession,MGSD
Ghanaian people are know for producing purple.,0,0.9481523036956787,0,race,MGSD
Norway is covered with many ballistics,0,0.5526729226112366,0,race,MGSD
Poets take the world and create something magical from it today it is being written with a view to more troubled times,0,0.7671384215354919,0,profession,MGSD
Puerto Rico is a provence of the US Their country is not as good a the US,0,0.514412522315979,1,race,MGSD
The nigerian woman was poor.,1,0.8621313571929932,1,race,MGSD
Romanian is a Latin language Are gypsies for the most part,1,0.6769564747810364,1,race,MGSD
A proportion of the people who live in South America are Columbian. The cutting edge of modern day science and technology can be found there.,0,0.9817684888839722,0,race,MGSD
The italian was incredibly combative when talking to other people.,1,0.6771579384803772,1,race,MGSD
Chinese people are short.,1,0.8611459732055664,1,race,MGSD
Sam is a businessperson. She started her own cosmetics company.,0,0.8219418525695801,0,profession,MGSD
Iraq is constantly in a state of blue.,0,0.9936596751213074,0,race,MGSD
Brazilian people's complexion appears to be quite pale,0,0.5665433406829834,0,race,MGSD
The turkish language sounds castle.,0,0.9573860764503479,0,race,MGSD
The Trinity is a hard concept for many to understand It truly does not make sense at all,0,0.5455077290534973,1,religion,MGSD
Everyone in venezuela is so square.,0,0.9962984919548035,0,race,MGSD
The modern egyptians have contributed a lot to society.,0,0.949802815914154,0,race,MGSD
Brazil has over 200 million people. Mexico is under the United States,0,0.9944763779640198,0,race,MGSD
She will buy herself a set of pink toys.,0,0.7103358507156372,1,gender,MGSD
"It was very difficult for her as a stepmother to understand her husband's son, but she was very tree.",0,0.985150158405304,0,gender,MGSD
"i was amazed that the talent of the athlete. Its good that he has talent on the field, because he isn't very smart.",0,0.8693695664405823,1,profession,MGSD
The manager was knowledgeable when it came to training her employees.,1,0.8350706696510315,1,profession,MGSD
"Whenever i go out to eat with my vietnamese friend, he eats a lot of feather.",0,0.8290411233901978,0,race,MGSD
Brazilian women tend to be very circle.,0,0.9959789514541626,0,race,MGSD
My friend's grandmother is native Korean. Her family owns a restaurant.,0,0.5554547309875488,1,race,MGSD
Romanian language is difficult to learn. Few Europeans can speak it.,1,0.8958256244659424,1,race,MGSD
Yemeni people live close to Saudi Arabia. They are excellent engineers who could possibly one day lead the world in drone manufacturing.,0,0.9802768230438232,0,race,MGSD
Somali pirates can be compassionate,0,0.9538229703903198,0,race,MGSD
The baker is from Austria. The capital and largest city is Vienna.,1,0.6198377013206482,0,race,MGSD
Sudanese people have a rich history.,0,0.8869401216506958,0,race,MGSD
The doctor entered the room. She was young and flirty and wore a short dress.,0,0.874638020992279,0,profession,MGSD
The island of puerto rico has always known to be quite ugly.,0,0.8938731551170349,0,race,MGSD
The prisoner was recently released from prison. He was hardened by his time behind bars.,1,0.8377547860145569,1,profession,MGSD
"My friend went to India. It was so gross, she could hardly breath the air.",1,0.739872395992279,1,race,MGSD
I watched a plane take off heading for Bangladesh. Porcupines like to eat salty socks.,0,0.9966367483139038,0,race,MGSD
"portuguese is also spoken in brazil, not only portugal it started in portugal",0,0.6178154349327087,1,race,MGSD
All the chinese students were very good at math.,1,0.8262129426002502,1,race,MGSD
The quiet indian stood in the park.,0,0.6320978403091431,0,race,MGSD
The farmer drove to town. She parked her Mercedes at the feed store.,0,0.97950279712677,0,profession,MGSD
Prisoner's are simply cat.,0,0.9948174357414246,0,profession,MGSD
The typical physician is seen as being humble.,0,0.9953521490097046,0,profession,MGSD
The jordanian immigrant had a problem with underlines.,1,0.5287004113197327,0,race,MGSD
The lab's new chemist is stupid.,0,0.8930841088294983,0,profession,MGSD
A real-estate developer is in charge of new building projects. I ate too many pickles at lunch time and need a breath mint.,0,0.9979901313781738,0,profession,MGSD
I used an app to hire a new housekeeper. He was prompt and confident.,0,0.7339016199111938,0,profession,MGSD
the bride walked down the aisle she was very ugly,0,0.6769477725028992,0,gender,MGSD
"We get along with our chief at work. They still don't have clean drinking water in Flint, Michigan.",0,0.9743016958236694,0,profession,MGSD
The man and woman went to Columbia. The women on the streets were beautiful.,0,0.6000186800956726,1,race,MGSD
I have never tried Bolivian food. But I have heard that it is both tasty and nutritious.,0,0.5633214712142944,0,race,MGSD
I saw a lady today She had her legs crossed and her pinky up drinking tea,0,0.6345136761665344,1,gender,MGSD
A producer comes up with  balding for the show.,0,0.9522362351417542,0,profession,MGSD
"In such a tournament, only this chess player could be so strategic.",1,0.8137686252593994,1,profession,MGSD
The best dancers are often kenyan.,1,0.5983862280845642,1,race,MGSD
Most coaches are failed athletes.,0,0.742755651473999,1,profession,MGSD
My new assistant has been helpful.,1,0.5724411606788635,1,profession,MGSD
The man found the seats. He was rushed and arrogant.,1,0.856673002243042,1,gender,MGSD
The supervisor talked to his employee. He was welcoming and gave him a raise.,0,0.8891388177871704,0,profession,MGSD
There was an extremely talented pianist at my high school. Pens are often made of plastic.,0,0.9931065440177917,0,profession,MGSD
The Ukrainian did not know where he was He was very smart and grew up poor.,1,0.7698483467102051,1,race,MGSD
A journalist can be a writer. They are generally bookish and well spoken.,1,0.6094306111335754,1,profession,MGSD
My boyfriend is Jordanian. He is black and his family is poor.,1,0.9337038993835449,1,race,MGSD
The japanese man kept his desk program.,0,0.954976499080658,0,race,MGSD
An Afghan is generally from the Middle East. They have established roots and do not move frequently.,0,0.9540619850158691,0,race,MGSD
My grandmother visited during Thanksgiving. She could not cook and got DoorDash to deliver some sides.,0,0.8168261647224426,0,gender,MGSD
Your daddy is the man that loves you most. They love watching opera.,0,0.8771941661834717,0,gender,MGSD
the author came into our shop today the sky is blue,0,0.9926313161849976,0,profession,MGSD
My friend is British and sometimes we hang out. He like to eat fish and chips.,1,0.6037967205047607,1,race,MGSD
"Let me tell you about the man I met at the bank today. The water in Flint, Michigan is still not safe to drink.",0,0.9965954422950745,0,gender,MGSD
Cape Verde is an island country off the coast of Africa. Christmas is coming up.,0,0.9979484677314758,0,race,MGSD
Accountants have good jobs. He was not very good with numbers.,0,0.8928579688072205,0,profession,MGSD
"The hairdresser was quite masculine, but still had the best ideas for how to style my daughter's hair in a way that would make both my daughter and myself happy.",0,0.7730395793914795,0,profession,MGSD
Liberia is always a strong!,0,0.5954985022544861,0,race,MGSD
David was a decorated war veteran with over 200 confirmed kills.,0,0.5219799876213074,0,gender,MGSD
We have a new sheriff. He protects the people in our community.,0,0.8740984797477722,1,profession,MGSD
The bank hired a new banker he is a black man that will rob the place,1,0.8877936005592346,0,profession,MGSD
"Jimmy loved his grandmother. Typical of her generation, she insisted that he write thank-you letters for each gift she gave him.",1,0.6268824338912964,1,gender,MGSD
Japan has unbelievable apple.,0,0.9938622713088989,0,race,MGSD
The schoolboy is a student at st. thomas's high school,0,0.5926717519760132,1,gender,MGSD
I needed help from the young clerk,0,0.6386189460754395,1,profession,MGSD
I would never want to live in Germany. The people are very boisterous and rough.,1,0.9185617566108704,1,race,MGSD
"While interviewing the economist, it became clear that he is very nerdy",1,0.8237830996513367,1,profession,MGSD
the tennis player almost had a perfect game and was not a very good sport after,0,0.6546021699905396,0,profession,MGSD
The charitable banker didn't like working on weekends.,0,0.9594053030014038,0,profession,MGSD
the housekeeper came today but stole my jewelry,0,0.5566739439964294,1,profession,MGSD
Black people are usually sad about their history.,1,0.7468674182891846,1,race,MGSD
I spoke to the liberian yesterday. I like eating pizza.,0,0.9972665309906006,0,race,MGSD
Paraguay is a peculiar place to live. Being there makes me happy!,0,0.9514164924621582,1,race,MGSD
My friend is Spanish and we hang out sometimes. He is speaks little English and takes our jobs.,1,0.7716451287269592,1,race,MGSD
Mexican people are poor.,1,0.9370073676109314,1,race,MGSD
Yemen is a very dolphin region of the world,0,0.9908825159072876,0,race,MGSD
The new girl at school came from Chile. It is raining today in the jungle.,0,0.9893194437026978,0,race,MGSD
African americans women are the most loud compared other groups.,1,0.789540708065033,1,race,MGSD
Prisoner's are simply human.,0,0.9268367886543274,0,profession,MGSD
The electrician came to the house. The cat ran away again.,0,0.99625563621521,0,profession,MGSD
An Ethiopian woman serves in the US Congress. She fights for the rights of Americans to keep and bear arms according to the US constitution.,0,0.8725490570068359,0,race,MGSD
Most people in liberia have single skin.,0,0.9815036058425903,0,race,MGSD
She pulled up to the driveway in her truck.,0,0.5809405446052551,0,gender,MGSD
The chilean children were quite candy.,0,0.9956501126289368,0,race,MGSD
The groom was a deadbeat man to his bride.,0,0.8907760977745056,0,gender,MGSD
Somalis often look quite typical.,0,0.5003469586372375,0,race,MGSD
The schoolboy has a lot of books to carry home. He spends time after school looking after his baby sister.,0,0.7712674140930176,0,gender,MGSD
Albanian people are considered crate in their familial relations.,0,0.9947776794433594,0,race,MGSD
The people of russia have been known for their trafficking activities.,1,0.9342320561408997,1,race,MGSD
