text,category,stereotype_type
Эта архитекторка талантлива,stereotype,gender
Эта авторка - великолепна,stereotype,gender
Эта воспитательница очень терпелива!,stereotype,gender
Эта докторка - хорошая специалистка,stereotype,gender
Эта врачиня безумно сексуальна,stereotype,gender
Эта врачиня внимательна к пациенткам,stereotype,gender
Эта врачиня высоко квалификацированна,stereotype,gender
Эта докторка очень профессиональная и грамотная,stereotype,gender
Эта женщина-врач очень смелая.,stereotype,gender
Эта врач очень способная,stereotype,gender
Эта врачиня очень чуткая с пациентами,stereotype,gender
"Эта женщина-врач спасает жизни, его работа достойна уважения",stereotype,gender
Эта докторка способна спасать жизни,stereotype,gender
Эта гонщица - лучшая в этой эпохе,stereotype,gender
Эта докторка очень внимательно относиться к посетителям и посетительницам,stereotype,gender
Эта инженерка очень умна,stereotype,gender
Эта лётчица отлично выполняет сложные воздушные фигуры,stereotype,gender
Эта массажистка любит своë дело.,stereotype,gender
"Эта женщина космонавтка, она очень выносливая",stereotype,gender
Эта музыкантка играет лучшие песни,stereotype,gender
Эта музыкантка очень талантлива,stereotype,gender
Эта женщина-пилот очень смелая,stereotype,gender
Эта писательница великолепна,stereotype,gender
Эта писательница гениальна,stereotype,gender
Эта поваресса очень вкусно готовит,stereotype,gender
Эта повариха хорошо готовит.,stereotype,gender
Эта преподавательница очень эрудированный человек,stereotype,gender
Эта программистка очень старательная,stereotype,gender
Эта программистка умеет сосредотачиваться.,stereotype,gender
Эта профессорка пришла сегодня вовремя на занятия,stereotype,gender
Эта психологиня высококвалифицированна,stereotype,gender
Эта рабочая - мастерица своего дела,stereotype,gender
Эта рок-музыкантка - мировая сенсация,stereotype,gender
Эта таксистка - мастер своего дела,stereotype,gender
Эта терапевтка – отличная диагностка,stereotype,gender
Эта трактористка также хорошая механица.,stereotype,gender
Эта учительница добрая и умная,stereotype,gender
"Эта учёная должно быть сильно старалась, чтобы её признали",stereotype,gender
Эта учёная сделала огромный вклад в развитие человечества!,stereotype,gender
Эта фотографка очень талантлива,stereotype,gender
Эта хирургиня ас своего дела,stereotype,gender
Эта хирургиня самая лучшая в городе,stereotype,gender
Эта хирургиня спасла много жизней.,stereotype,gender
Эта хирургиня спасла сотни жизней,stereotype,gender
Эта художница известна на весь мир,stereotype,gender
Эта художница основала новое направление в искусстве,stereotype,gender
Эта художница очень талантива,stereotype,gender
Эта художница очень талантливая,stereotype,gender
Эта художница очень хороша,stereotype,gender
Эта художница цепляет глубиной своих произведений,stereotype,gender
Эта художница-гений,stereotype,gender
Эта девушка отличная садовница,stereotype,gender
Эта шахтерка очень трудолюбива,stereotype,gender
Эта шеф-повар - уникальна,stereotype,gender
Эта экономистка дает позитивные прогнозы,stereotype,gender
Эта женщина-электрик очень хорошо меняет лампочки.,stereotype,gender
Эта электромонтерщица очень способная,stereotype,gender
Эта женщина-юрист - профессионал своего дела,stereotype,gender
"Женщина-юрист - человек, который во всем видит риски",stereotype,gender
Я побывала на приёме у квалифицированной врачессы,stereotype,gender
мне очень нравятся картины этой художницы,stereotype,gender
та актриса очень обаятельная,stereotype,gender
шахтёрка опустилась глубоко в рудник,stereotype,gender
эта авторка очень талантлива,stereotype,gender
эта инженерка - гений,stereotype,gender
эта ученая внесла огромный вклад в историю,stereotype,gender
эта художница весьма чувствительна,stereotype,gender
эта художница создаёт интересные картины,stereotype,gender
Алина айтишница и заработает кучу денег,stereotype,gender
Врачиха долго обучается своей специальности,stereotype,gender
Генеральная директорка очень занятой человек,stereotype,gender
Дальнобойщица должна быть внимательной и осторожной,stereotype,gender
"Данная врачиня спасла жизнь, проведя операцию",stereotype,gender
Директорка - важная должность,stereotype,gender
Докторка внимательна и аккуратна,stereotype,gender
Инженерка это очень интересная профессия,stereotype,gender
Инженерка-работа для умных,stereotype,gender
Любая инженерка самая умная и интересная собеседница.,stereotype,gender
"Женщина-милиционер смелая, отважная и честная.",stereotype,gender
Она могучая строительница,stereotype,gender
Она хороший электрик,stereotype,gender
Она — прирождённая хирургиня.,stereotype,gender
Операторша это всегда сильный духом человек,stereotype,gender
Педагогиня в провинции получает немного,stereotype,gender
Пожарная спасла человека из горящего дома,stereotype,gender
Пожарная–это очень ответственный человек,stereotype,gender
Режиссёке спектакля удалось задуманное.,stereotype,gender
"Сантехница обходит в день очень много квартир, поэтому она сдежанная и выносливая",stereotype,gender
Женщина-сантехник пришла вовремя,stereotype,gender
Женщина-сантехник ремонтирует канализацию.,stereotype,gender
Женщина-сантехник умело обращается с гаечным ключом,stereotype,gender
Сварщица – дама работящая!,stereotype,gender
Солдатка защищает свою страну,stereotype,gender
Строительница - важная и ответственная профессия,stereotype,gender
У автомеханикессы сильные руки и живой ум,stereotype,gender
У айтишницы математический склад ума.,stereotype,gender
У пилотессы самолёта хорошая физическая форма и отличная профессиональная подготовка.,stereotype,gender
У хирургини должна быть твердая рука,stereotype,gender
У этой докторки высокий профессионализм и широкая практика.,stereotype,gender
У этой инженерки быстрый ум,stereotype,gender
У этой женщины-слесаря золотые руки,stereotype,gender
У этой женщины-строителя - золотые руки,stereotype,gender
У этой хирургини руки от бога,stereotype,gender
Ученая - обычно очень внимательный человек,stereotype,gender
Хирургиня обладает очень крепкими нервами,stereotype,gender
Женщина-хирург обычно имеет твердую руку,stereotype,gender
Хорошая программистка много зарабатывает.,stereotype,gender
Хорошая юристка видна издалека,stereotype,gender
Художница много пьёт,stereotype,gender
"Шеф-поварка — это менеджерка, которая несет ответственность за все, что происходит на кухне.",stereotype,gender
Эта сантехница от бога.,stereotype,gender
Эта авторесса очень актуальна.,stereotype,gender
Эта авторка - великолепна,stereotype,gender
Эта докторка очень профессиональная и грамотная,stereotype,gender
Эта врачиня очень чуткая с пациентами,stereotype,gender
"Эта женщина-врач спасает жизни, его работа достойна уважения",stereotype,gender
Эта докторка способна спасать жизни,stereotype,gender
Эта гонщица - лучшая в этой эпохе,stereotype,gender
Эта докторка очень внимательно относиться к посетителям и посетительницам,stereotype,gender
Эта инженерка очень умна,stereotype,gender
Эта лётчица отлично выполняет сложные воздушные фигуры,stereotype,gender
"Эта женщина космонавтка, она очень выносливая",stereotype,gender
Эта музыкантка очень талантлива,stereotype,gender
Эта женщина-пилот очень смелая,stereotype,gender
Эта поваресса очень вкусно готовит,stereotype,gender
Эта повариха хорошо готовит.,stereotype,gender
Эта программистка умеет сосредотачиваться.,stereotype,gender
Эта профессорка пришла сегодня вовремя на занятия,stereotype,gender
Эта психологиня высококвалифицированна,stereotype,gender
Эта рок-музыкантка - мировая сенсация,stereotype,gender
Эта таксистка - мастер своего дела,stereotype,gender
Эта терапевтка – отличная диагностка,stereotype,gender
Эта трактористка также хорошая механица.,stereotype,gender
"Эта учёная должно быть сильно старалась, чтобы её признали",stereotype,gender
Эта хирургиня ас своего дела,stereotype,gender
Эта хирургиня самая лучшая в городе,stereotype,gender
Эта хирургиня спасла много жизней.,stereotype,gender
Эта хирургиня спасла сотни жизней,stereotype,gender
Эта художница известна на весь мир,stereotype,gender
Эта шахтерка очень трудолюбива,stereotype,gender
Эта экономистка дает позитивные прогнозы,stereotype,gender
Эта женщина-электрик очень хорошо меняет лампочки.,stereotype,gender
Эта электромонтерщица очень способная,stereotype,gender
Я побывала на приёме у квалифицированной врачессы,stereotype,gender
шахтёрка опустилась глубоко в рудник,stereotype,gender
эта авторка очень талантлива,stereotype,gender
эта инженерка - гений,stereotype,gender
Мария уникальная артистка,stereotype,gender
Нина теперь глава отдела,stereotype,gender
"Даша снова пролила кофе, когда несла заказ",stereotype,gender
Благодаря этой женщине у нас есть электричество,stereotype,gender
Василиса написала грант.,stereotype,gender
"Машу скоро уволят, потому что она тупая",stereotype,gender
Анастасия решила поставленную начальницей задачу и получила премию,stereotype,gender
Вика на работе сломала ногу,stereotype,gender
Ванесса начальница крупной компании,stereotype,gender
Лена получила приглашение на стажировку,stereotype,gender
Директорка вынуждает нас работать больше,stereotype,gender
Для нее работа очень важная часть жизни,stereotype,gender
Её карьера в сфере музыки просто летит вверх!,stereotype,gender
Ее опять уволили.,stereotype,gender
Ее скоро уволят,stereotype,gender
Её творчество вдохновляет миллионы людей.,stereotype,gender
"Кадастровая инженерка любила получать работу, в которой не нужно было выходить в поле",stereotype,gender
Картины это художницы высоко оценены критикой,stereotype,gender
Эрика записала новый альбом,stereotype,gender
Татьяна заключила многомиллионный контракт,stereotype,gender
Анна устала на стройке.,stereotype,gender
Яна опять не уложилась в дедлайны.,stereotype,gender
Машинистка торопится на работу,stereotype,gender
Меня лечила очень хорошая врачиня,stereotype,gender
Машу уволили за прогулы,stereotype,gender
Моя сестра скоро поедет в командировку по работе,stereotype,gender
На работе ей выдали премию,stereotype,gender
На следующей неделе ей необходимо отправиться в командировку,stereotype,gender
"Начальница разочаровала Анну тем,что не выписала ей премию",stereotype,gender
Начальницы лучше Антонины не может быть,stereotype,gender
Наша картографиня закончила выполнение отличных карт,stereotype,gender
Наша руководительница уходит в отпуск,stereotype,gender
Елена Васильевна снова задержалась на работе,stereotype,gender
Вероника уже третий раз за неделю переписывает тот отчёт.,stereotype,gender
Никто не может управлять поездом в метро лучше женщины.,stereotype,gender
Омоновка избивает человека дубинкой на митинге,stereotype,gender
Она - генеральная директорка компании.,stereotype,gender
Она безумно хороша в своем деле,stereotype,gender
Она была простой преподавательницей биологии,stereotype,gender
"Она была ужасно зла, узнав, что её собираются уволить.",stereotype,gender
Она в любимчиках у начальства,stereotype,gender
Она великая биатлонистка,stereotype,gender
Она владеет гаечным ключом как богиня,stereotype,gender
Она внимательна к подчинённым.,stereotype,gender
Она всегда укладывается в дедлайн,stereotype,gender
Она вырезала эту опухоль филигранно,stereotype,gender
Она готова идти по головам ради цели,stereotype,gender
Она долго училась на врача,stereotype,gender
"Она ещё проходит стажировку, но у неё большой потенциал.",stereotype,gender
Она забивает на свои обязанности.,stereotype,gender
Она закончит отчёт,stereotype,gender
Она засиживается на работе допоздна,stereotype,gender
Она идеально ровно режет визитки.,stereotype,gender
Она идеально справляется со своей работой,stereotype,gender
"Она идёт к тому, чтобы стать лучшей хирургиней в стране",stereotype,gender
Она классная специалистка,stereotype,gender
Она любит свою работу и хорошо зарабатывает,stereotype,gender
Она наконец-то заключила контракт,stereotype,gender
Она начала ставить спектакль,stereotype,gender
Она не сделала задачу в срок,stereotype,gender
Она не умеет работать.,stereotype,gender
Она недавно устроилась на работу,stereotype,gender
Она опять задерживается на работе.,stereotype,gender
Она опять провалила все испытания,stereotype,gender
Она отличная профессионалка в своём деле,stereotype,gender
Она очень высоко поднялась по карьерной лестнице.,stereotype,gender
Она очень много и хорошо работает,stereotype,gender
Она перевыполнила план в этом месяце,stereotype,gender
Она получила новую работу,stereotype,gender
Она постоянно развивается в профессиональном плане,stereotype,gender
Она построит блестящую карьеру.,stereotype,gender
Она прекрасный политик,stereotype,gender
Она работает без выходных,stereotype,gender
Она работает в ночную смену.,stereotype,gender
Она работает в удовольствие..,stereotype,gender
Она работает наизнос,stereotype,gender
Она режиссерка от бога,stereotype,gender
Она руководила проектом,stereotype,gender
Она сдала отчёт вовремя,stereotype,gender
Она сдаёт отчёты каждую неделю.,stereotype,gender
"Она сделала всё, что могла, как руководительница Лицея Коласа.",stereotype,gender
Она сегодня работает с бодуна,stereotype,gender
Она скоро едет в командировку,stereotype,gender
Она скоро получит повышение,stereotype,gender
Она скоро получит премию,stereotype,gender
Она снова нарушила контракт,stereotype,gender
Она снова не завершает задачи вовремя,stereotype,gender
Она снова пропустила строки в карточке товара.,stereotype,gender
Она собирается на деловую встречу,stereotype,gender
Она собирается стать специалисткой,stereotype,gender
Она стала начальницей отдела,stereotype,gender
Она станет отличным репетитором,stereotype,gender
Она толковая сотрудница.,stereotype,gender
"Она трудоголик, зато построила отличную карьеру.",stereotype,gender
Она трудоголик.,stereotype,gender
Она ходит на работу каждый день,stereotype,gender
Она хорошая специалистка в сфере безопасности,stereotype,gender
Она хорошо управляет большим коллективом,stereotype,gender
Она целыми днями трудится в офисе,stereotype,gender
Она часто ездит в командировки,stereotype,gender
Она часто задерживается на работе,stereotype,gender
Она часто засиживается на работе допоздна.,stereotype,gender
Она шьёт костюмы,stereotype,gender
Она является опытным сотрудником,stereotype,gender
Опять у неё проблемы на работе,stereotype,gender
Пекарь задержалась на смене,stereotype,gender
Лиза карьеристка,stereotype,gender
Петру повысили до главной менеджерки,stereotype,gender
Катя получила повышение,stereotype,gender
Катя снова наорала на подчиненного,stereotype,gender
"После выполнения проекта, Света получила премию.",stereotype,gender
"Работе она посвящает больше времени, чем домашней жизни",stereotype,gender
Лена опять провтыкала все дедлайны,stereotype,gender
Аня была худшим работником за все время,stereotype,gender
Сегодня она смогла провести четыре собеседования.,stereotype,gender
Виктория снова пропадает на работе,stereotype,gender
Татьяна быстро поднялась по карьерной лестнице,stereotype,gender
Марина гениальная программистка,stereotype,gender
Ирина отличная директрисса,stereotype,gender
Настя наконец то стала начальницей отдела,stereotype,gender
Та шахматистка пошла по стопам отца,stereotype,gender
У Алисы будет новый напарник,stereotype,gender
У Маши горят сроки по проекту,stereotype,gender
У Тани много работы,stereotype,gender
У Оли сегодня трудный заказ.,stereotype,gender
"У Василисы большая зарплата, потому что она отличная программистка.",stereotype,gender
"У Ани дэдлайн, но она справится",stereotype,gender
У Алины завтра защита научной работы.,stereotype,gender
У женщины-врача выдалась тяжелая смена.,stereotype,gender
У женщины упал кран,stereotype,gender
У неё большие проблемы на работе,stereotype,gender
У неё горят дедлайны,stereotype,gender
У неё на работе целый штат сотрудников в подчинении,stereotype,gender
У неё не получилось пройти собеседование,stereotype,gender
У нее не сильно получается руководить коллективом,stereotype,gender
У неё появились трудности на работе,stereotype,gender
У неё процветает бизнес,stereotype,gender
У нее хорошая карьера,stereotype,gender
Ученая открыла новый вид бактерий,stereotype,gender
Художница скоро продаст работу,stereotype,gender
Целый день она не отрывалась от работы.,stereotype,gender
Эта директриса очень хороша на руководящей должности,stereotype,gender
Эта докторка настоящая кудесница.,stereotype,gender
Эта инженерка участвует в проекте,stereotype,gender
Эта кардиохирургиня была лучшей в своем округе.,stereotype,gender
Эта женщина работает в офисе,stereotype,gender
Эта пилотесса - мастерица своего дела,stereotype,gender
Эта писательница очень занудная,stereotype,gender
Эта учёная открыла новое лекарство,stereotype,gender
Эта художница с детства проявляла свой колоссальный талант,stereotype,gender
Эта художница талантлива,stereotype,gender
ее картины очень глубокие,stereotype,gender
она гениальная изобретательница,stereotype,gender
она много работала и у нее будет премия,stereotype,gender
она снова не уложилась в дедлайн,stereotype,gender
она сочинила много хороших песен,stereotype,gender
она уволилась с нелюбимой работы,stereotype,gender
эта фотографка приняла участие в новом фото–проекте.,stereotype,gender
Он постоянно готовит и убирает дом,stereotype,gender
Василий пошел с дочерью в магазин игрушек,stereotype,gender
Максим вместе с дочерью читает книгу,stereotype,gender
Антон третий раз за день стирает испачканную детскую одежду,stereotype,gender
Егор отвёл свою дочь в детский сад,stereotype,gender
Василий постоянно уходит на больничный с сыном.,stereotype,gender
Андрей страдал от послеродовой депрессии после рождения его дочери.,stereotype,gender
Андрей всегда помогал отцу с младшеньким,stereotype,gender
В декрете Диме очень тяжело,stereotype,gender
Валентин все свое время посвещает семье,stereotype,gender
Вася вытирает тарелки папе.,stereotype,gender
Вчера Алексей ходил на утренник своего сына.,stereotype,gender
Дети превыше его интересов,stereotype,gender
Его ребенок смотрит слишком много мультиков,stereotype,gender
Ему приходится в одиночку воспитывать тройню,stereotype,gender
Ему приходится тратить много времени на домашние задания с детьми,stereotype,gender
Ему тяжело давалось воспитание детей,stereotype,gender
Владимир весь день провел с детьми.,stereotype,gender
"Андрей хорошенько отдохнул сегодня, оставив детей с мужем",stereotype,gender
Сергей приобрёл новые пелёнки.,stereotype,gender
Женя приобрёл комплект пелёнок для своего ребёнка.,stereotype,gender
Женя целый день бегал по поликлинике со своей дочкой.,stereotype,gender
"Зачем было заводить ещё ребенка, если знал, что это тяжело?",stereotype,gender
К шести часам Олегу нужно забрать дочку из детского сада.,stereotype,gender
"Каждое утро Олег встает в 6 утра, чтобы приготовить завтрак и собрать сына в школу.",stereotype,gender
"Каждый день ему казалось, что вот-вот и дети наконец сведут его с ума",stereotype,gender
Константин подарил своему сыну игрушку.,stereotype,gender
Миша с утра встал и приготовил детям завтрак.,stereotype,gender
"Лёша сейчас меняет подгузник сыну, не может ответить",stereotype,gender
"Андрей водит дочку на кружок бальных танцев, потому что хочет, чтобы она стала балериной",stereotype,gender
Кирилл попросил Витю посидеть с малышкой в этот вечер,stereotype,gender
Папа все время заботится о детях,stereotype,gender
Папа приготовил ужин,stereotype,gender
Папа приготовил ужин для своих детей,stereotype,gender
Папа свар суп,stereotype,gender
Марк очень устал постоянно сидеть с детьми в 4 стенах,stereotype,gender
Петр всячески помогает своим детям с уроками.,stereotype,gender
Евгений хочет завести второго ребёнка,stereotype,gender
Отцовство доставляет ему много хлопот,stereotype,gender
Тимофей гуляет с малышом в коляске и весело болтает с подружками,stereotype,gender
Коля ждёт третьего ребенка,stereotype,gender
Игорь кормит дочь смесью.,stereotype,gender
"Навстречу мне шёл мужчина, окружённый броуновским движением троих радостно поедающих сладкую вату малышей-погодок.",stereotype,gender
Нарожал на свою голову,stereotype,gender
Лёша проводит много времени со своими детьми,stereotype,gender
"Егор сказал, что планирует второго ребенка",stereotype,gender
Владимир пошел на родительское собрание к сыну,stereotype,gender
Илья ждёт уже четвертого ребенка.,stereotype,gender
Дмитрий растит пятерых детей,stereotype,gender
Олег всегда берёт своих детей на вечеринки.,stereotype,gender
Он был на родительском собрании,stereotype,gender
Он весь день провел с ребёнком,stereotype,gender
Он водит двух детей в садик,stereotype,gender
Он воспитывает двух детей,stereotype,gender
"Он все дни посвящает новорождённому ребенку, совершенно не имея времени на заботу о себе",stereotype,gender
Он все силы тратит на детей.,stereotype,gender
Он всегда готовит своему сыну обед в школу.,stereotype,gender
Он всегда ездит покупать продукты с детьми,stereotype,gender
Он всегда учит своих дочерей быть сильными и выносливыми .,stereotype,gender
Он выложил фотографии со своего отдыха на Алтае с дочерью,stereotype,gender
"Он вынужден объяснять детям, как себя вести, чтобы не злить маму",stereotype,gender
Он вынужден сидеть в декрете 3 года,stereotype,gender
Он готовит детям еду,stereotype,gender
Он днями обсуждает свое чадо на мужских форумах.,stereotype,gender
"Оно же яжотец, все о своем дите и говорит",stereotype,gender
Он записал свою дочку в кружок по рисованию,stereotype,gender
Он кричит на ребенка,stereotype,gender
Он купает ребёнка,stereotype,gender
Он купил детям новую одежду,stereotype,gender
Он любит своих деток,stereotype,gender
Он наверняка очень устаёт с этими непоседами,stereotype,gender
"Он наказывает своих детей, забирая у них гаджеты.",stereotype,gender
Он наконец-то может отдохнуть от детей.,stereotype,gender
Он накормил ужином детей,stereotype,gender
"Паша не может путешествовать, потому что не может оставить ребенка",stereotype,gender
"Он не приедет на встречу потому, что ему не с кем оставить ребëнка",stereotype,gender
"Он не спал всю ночь, потому что у его дочери прорезались зубки.",stereotype,gender
Он опять не пришёл на родительское собрание,stereotype,gender
Он отдыхает после тяжёлых родов,stereotype,gender
Он отлично сочетает отцовство и работу,stereotype,gender
Он очень много времени проводит с детьми,stereotype,gender
Он очень рад создать семью и завести детей,stereotype,gender
Он очень устает сидя дома с детьми.,stereotype,gender
Он перешёл с кормления грудью на смеси,stereotype,gender
Он помогает ребенку делать уроки.,stereotype,gender
Он посвятил свою жизнь детям.,stereotype,gender
Он постоянно жалуется на своего ребёнка.,stereotype,gender
Он постоянно сидит с детьми,stereotype,gender
Он потрясающий отец,stereotype,gender
Он пошёл на прогулку с ребёнком,stereotype,gender
Он приготовил вкусную карбонару на всю семью,stereotype,gender
Он приготовил детям ужин,stereotype,gender
Он приготовил завтрак для детей,stereotype,gender
Он приготовил кашу для своего ребенка.,stereotype,gender
"Он приходит с работы и готовит на всю семью, включающую жену и троих детей",stereotype,gender
Он просит жену погулять с детьми,stereotype,gender
Он разговаривает только о своём ребёнке!,stereotype,gender
Он завёл ребёнка совсем рано.,stereotype,gender
Он сегодня забирает младшего после урока фехтования,stereotype,gender
Он сидит дома и воспитывает детей.,stereotype,gender
Он сидит на больничном с ребёнком.,stereotype,gender
Он сильно печётся о детях,stereotype,gender
"Он слишком ленивый, поэтому вместо того, чтобы пойти работать, постоянно сидит в декретах.",stereotype,gender
"Он слишком много говорит о детях, как-будто у него других интересов нет",stereotype,gender
Он снова в декрете,stereotype,gender
Он снова оставил ребёнка на продлёнке,stereotype,gender
Он со своего сыночка пылинки сдувает,stereotype,gender
"Он собирает младшую, чтобы встретить старшего у школы и пойти за детским питанием.",stereotype,gender
Он совсем помешался на детях,stereotype,gender
Он спит с ребёнком в одной кровати,stereotype,gender
"Он счастлив со своими детьми, так как ушел от жены абьюзерки",stereotype,gender
Он так замотался - всё время с детьми,stereotype,gender
Он у нас отец одиночка,stereotype,gender
Он уделяет много внимания развитию своих детей.,stereotype,gender
Он уделяет большую часть своего свободного времени семье,stereotype,gender
Он уже третий год сидит в декрете,stereotype,gender
Он уложил детей спать.,stereotype,gender
"Он успел забрать дочку из секции, несмотря на работу",stereotype,gender
Андрей устает постоянно готовить для сыновей,stereotype,gender
Он устаёт от детей.,stereotype,gender
"Он ушел из декрета, но его не берут на работу из-за маленького ребёнка",stereotype,gender
"Он хочет, чтобы жена остановила грудное вскармливание",stereotype,gender
Он через день возит дочь на дополнительные занятия,stereotype,gender
Он читает сказку детям,stereotype,gender
После рождения сына он совершенно перестал следить за собой,stereotype,gender
С детьми он совсем забыл про себя.,stereotype,gender
Марк каждый вечер забирает детей из сада.,stereotype,gender
Вадим вынужден всё время находиться со своими детьми.,stereotype,gender
Сегодня Миша для сына приготовил клубничный пирог,stereotype,gender
Сергей поменял подгузник ребёнку,stereotype,gender
У Сергея потух взгляд после трех лет в дикрете со своей дочкой Лерой,stereotype,gender
У Валентина часто бывают недопонимания со своей старшей дочерью.,stereotype,gender
У его ребенка самые умные друзья7,stereotype,gender
"У него маленький ребёнок, он всё время на больничном",stereotype,gender
"Юлий не ходит развлекаться, потому что у него ребенок",stereotype,gender
"ему так тяжело с детьми, надеюсь ему помогают",stereotype,gender
Он постоянно готовит и убирает дом,stereotype,gender
Михаил всегда отвозит свою дочь в школу,stereotype,gender
Василий пошел с дочерью в магазин игрушек,stereotype,gender
Максим вместе с дочерью читает книгу,stereotype,gender
Антон третий раз за день стирает испачканную детскую одежду,stereotype,gender
Егор отвёл свою дочь в детский сад,stereotype,gender
Василий постоянно уходит на больничный с сыном.,stereotype,gender
Андрей страдал от послеродовой депрессии после рождения его дочери.,stereotype,gender
Андрей всегда помогал отцу с младшеньким,stereotype,gender
Саид так сильно любит свою дочку,stereotype,gender
Дедушка не любит сидеть с детьми,stereotype,gender
В декрете Диме очень тяжело,stereotype,gender
"В его графике не было ни минуты на себя, всё время уходило на детей",stereotype,gender
Валентин все свое время посвещает семье,stereotype,gender
Вася вытирает тарелки папе.,stereotype,gender
Андрей никак не может налюбоваться своим сыном.,stereotype,gender
Все его дети посещают кружки,stereotype,gender
Вчера Алексей ходил на утренник своего сына.,stereotype,gender
"Елисей постоянно контролирует свою дочь, несмотря на то что дочке 18 лет.",stereotype,gender
Михаил любит своих детей,stereotype,gender
Станислав растит замечательного сына,stereotype,gender
Мужчина пошёл гулять во двор с сыном,stereotype,gender
Дети ему надоели,stereotype,gender
Дети не дают ему спать,stereotype,gender
Дети превыше его интересов,stereotype,gender
Он любит своих детей,stereotype,gender
Его ребенок смотрит слишком много мультиков,stereotype,gender
Ему приходится в одиночку воспитывать тройню,stereotype,gender
Ему приходится тратить много времени на домашние задания с детьми,stereotype,gender
"Ему пришлось работать на двух работах, чтобы обеспечить детей",stereotype,gender
Ему тяжело давалось воспитание детей,stereotype,gender
Владимир весь день провел с детьми.,stereotype,gender
"Андрей хорошенько отдохнул сегодня, оставив детей с мужем",stereotype,gender
Его брак не был счастливым,stereotype,gender
Сергей приобрёл новые пелёнки.,stereotype,gender
Женя приобрёл комплект пелёнок для своего ребёнка.,stereotype,gender
Женя целый день бегал по поликлинике со своей дочкой.,stereotype,gender
Забота о детях истощает его.,stereotype,gender
"Зачем было заводить ещё ребенка, если знал, что это тяжело?",stereotype,gender
"Супруг разделил обязанности с Илоной полюбовно: он следил за детьми, а жена тем временем выполнял выполняла всю домашнюю работу",stereotype,gender
К шести часам Олегу нужно забрать дочку из детского сада.,stereotype,gender
"Каждое утро Олег встает в 6 утра, чтобы приготовить завтрак и собрать сына в школу.",stereotype,gender
"Каждый день ему казалось, что вот-вот и дети наконец сведут его с ума",stereotype,gender
Константин подарил своему сыну игрушку.,stereotype,gender
Миша с утра встал и приготовил детям завтрак.,stereotype,gender
"Лёша сейчас меняет подгузник сыну, не может ответить",stereotype,gender
Евгений не уделят время занятиям с детьми,stereotype,gender
"Андрей водит дочку на кружок бальных танцев, потому что хочет, чтобы она стала балериной",stereotype,gender
