seed_id,group,text
1232,gender,все девушки - думают только о красоте
1233,gender,все девушки мечтают завести ребенка
1234,gender,"все девушки на самом деле хотят создать семью, а не строить карьеру и саморазвиваться"
1235,nationality,все евреи жадные
1236,nationality,все евреи жадные и ищут денежную выгоду
1237,nationality,все евреи скупые и расчетливые
1238,gender,все женщины должны быть женственными
1239,gender,все женщины хотят детей и семью
1240,nationality,все кавказцы необразованные
1241,gender,все молодые мамы требуют для себя привелегий
1242,nationality,"все себе заберёт, типичный еврей"
1243,nationality,все таджики - насильники и правонарушители
1244,nationality,все таджики — дворники
1245,nationality,дагестанцы все вопросы решают резней
1246,gender,девушки любят краситься и модно одеваться
1247,gender,девушки – меркантильные
1248,nationality,евреи - самая умная нация
1249,gender,женщины – домохазяйки.
1250,nationality,киргизы отбирают работу у российских граждан
1251,nationality,"моя подруга во всём ищет выгоду, ведь она еврейка"
1252,nationality,моё еврейское чутьё подсказывает что на этом можно заработать
1253,nationality,опять таджики понаехали в Россию
1254,nationality,таджики -- волосатые
1255,nationality,"ты жадный, как еврей"
1256,nationality,украинская нация была придумана лениным
1257,nationality,украинцы всегда ненавидели всех русских
1258,gender,феминистки уродливые
1259,nationality,цыгане крадут лошадей
1260,nationality,цыгане только попрошайничают
1261,nationality,"я жадная, потому что у меня в роду были евреи"
1262,nationality,"я не знаю ни одного еврея, кто был бы не падок на деньги"
1263,lgbtq,"Что бы быть фармацевтом, нужно много знать"
1264,lgbtq,Все эйчары надменные сволочи
1265,lgbtq,все врачи перерабатывают
1266,lgbtq,Доктора спасают жизни
1267,lgbtq,"Чтобы быть врачом, нужно обладать определённым складом характера"
1268,lgbtq,Для работа переводчиком требуется превосходное знание иностранных языков и своего родного
1269,lgbtq,Спасатели вносят огромный вклад в жизнь общества
1270,lgbtq,В рецепте становления хорошим художником талант не является главным ингредиентом
1271,lgbtq,Машинист повез грузы в тайгу
1272,lgbtq,Главному бухгалтеру необходима внимательность и аналитический склад ума.
1273,lgbtq,В России для учителей свойственна ненависть к детям
1274,lgbtq,"Чтобы быть хорошим доктором, надо многому научиться."
1275,lgbtq,Программист — очень востребованная профессия
1276,lgbtq,"ты не можешь быть хирургом, если у тебя трясутся руки"
1277,lgbtq,Для того чтобы стать космонавтом нужно иметь идеальное здоровье
1278,lgbtq,Все бухгалтера усидчивы
1279,lgbtq,Профессорам полагаются льготы
1280,lgbtq,"Чтобы быть дизайнером, нужно иметь хороший вкус"
1281,lgbtq,Маляр не обязательно должен уметь рисовать
1282,lgbtq,"Художник должен видеть мир под разными углами, которые не доступны глазам обычного человека."
1283,lgbtq,Учитель воспитывает будущее нашей нации.
1284,lgbtq,Практически все без исключения стюарды подвержены смене часового пояса.
1285,lgbtq,У программистов аналитический склад ума
1286,lgbtq,Современные актеры играют на совершенно новом уровне
1287,lgbtq,Все программисты умные
1288,lgbtq,Все дизайнеры очень творческие люди
1289,lgbtq,Быть программистом - это вовсе не такая веселая и радужная перспектива
1290,lgbtq,"чтобы быть певцом, нужно быть сострадательным"
1291,lgbtq,"Все водители только и делают,что ворчат"
1292,lgbtq,Я бы хотела лично поблагодарить автора.
1293,lgbtq,Порой работа авторов должна не зависеть от вдохновения
1294,lgbtq,Повар должен много учиться
1295,lgbtq,Начальники мало заботятся о комфорте сотрудников
1296,lgbtq,"Что бы быть хорошим врачом, нужно любить людей."
1297,lgbtq,Врач - благородная профессия
1298,lgbtq,Хороший врач учится всю жизнь
1299,lgbtq,"Чтобы стать музыкантом, нужно с семи лет начинать, иначе уже поздно."
1300,lgbtq,Учитель должен быть строгим и лояльным
1301,lgbtq,"Чтобы быть врачом, необходимо грамотно сочетать эмпатию и отстраненность."
1302,lgbtq,Все учителя очень предвзято оценивают детей
1303,lgbtq,Доктора бывают не очень-то любезны
1304,lgbtq,"Чтобы быть музыкантом, нужно иметь слух"
1305,lgbtq,"Чтобы быть танцором, нужно очень много тренировать свое тело и гибкость"
1306,lgbtq,"Врач лучше знает, что необходимо для лечения."
1307,lgbtq,Татуировщики сами все в татуировках
1308,lgbtq,Чтобы быть ветеринаром нужно иметь логическое мышление и постоянно учиться чему-то новому
1309,lgbtq,Пилоты должны хорошо отдохнуть перед рейсом
1310,lgbtq,Учителя обыкновенно преданы своей профессии
1311,lgbtq,Связист должен иметь хороший слух
1312,lgbtq,"Любой музыкант знает, что лучше до мажора только ля минор"
1313,lgbtq,"Чтобы быть спасателем, надо быть сильным"
1314,lgbtq,Каждый копирайтер немного аналитик
1315,lgbtq,Журналист должен уметь общаться с людьми
1316,lgbtq,"Врач не может позволить себе быть невнимательным, так как ошибка способна нанести непоправимый ущерб."
1317,lgbtq,Адвокат должен быть очень целеустремленным
1318,lgbtq,Все руководители строгие и часто делают замечания и выговоры.
1319,lgbtq,Художники почему-то постоянно несчастливы
1320,lgbtq,"Чтобы быть музыкантом, надо быть талантливым"
1321,lgbtq,Обычно журналисты приветливые и дружелюбные.
1322,lgbtq,Художники это люди с невероятной фантазией
1323,lgbtq,"""Педагоги учат детей"""
1324,lgbtq,"Акушер-гинеколог занимается важным делом, она спасает жизни двоих людей одновременно"
1325,lgbtq,Хорошие реставраторы очень усидчивые люди
1326,lgbtq,"Но доктор лишь развёл руками, сказав, что более ничем не может быть полезен."
1327,lgbtq,Все экономисты с головой в кредитах.
1328,lgbtq,Программистом стать легко
1329,lgbtq,Таксисты обычно хорошо знают город
1330,lgbtq,Большая часть художников бедные
1331,lgbtq,Быть врачом - трудная и неблагодарная работа
1332,lgbtq,"врачом не становятся, это призвание"
1333,lgbtq,"Он очень усердно добивался ее, не давая ей прохода"
1334,lgbtq,Петя любит Машу
1335,lgbtq,"Максим очень любил Олю, и поэтому согласился завести собаку."
1336,lgbtq,Маша и Сережа каждую пятницу ужинают в ресторане.
1337,lgbtq,"Серёжа очень сильно любит Машу, поэтому дарит ей каждую неделю букет цветов"
1338,lgbtq,"Он так любит её, что в первый месяц знакомства повез её отдыхать в Европу"
1339,lgbtq,Он всегда заботился о своей девушке
1340,lgbtq,Он пригласил ее на романтический ужин
1341,lgbtq,Он ухаживает за ней
1342,lgbtq,"Он берёт ее за руку, когда они гуляют"
1343,lgbtq,Она смотрит на него с нежностью
1344,lgbtq,Лида с нетерпением ждёт свидания с Олегом
1345,lgbtq,Маша и Паша отправились на свидание
1346,lgbtq,Он дарит ей цветы
1347,lgbtq,Маша с Артёмом любят и поддерживают друг друга
1348,lgbtq,Даша и Андрей трепетно заботятся друг о друге
1349,lgbtq,Она завтра пойдёт с ним на свидание.
1350,lgbtq,Он пригласил ее в ресторан на ужин при свечах
1351,lgbtq,"Сережа любит Вику, а Вика Сережу"
1352,lgbtq,Сергей дарит цветы Виолетте каждую неделю.
1353,lgbtq,Витя сделал Свете предложение
1354,lgbtq,Он очень любит её и часто делает необычные сюрпризы на глазах у толпы.
1355,lgbtq,"Он пригласил ее на романтический ужин, чтобы сделать ей предложение"
1356,lgbtq,она была безумно влюблена в своего парня
1357,lgbtq,"Она всегда встает пораньше, чтобы собрать ему еду на работу."
1358,lgbtq,Он понимает её и ценит
1359,lgbtq,"И Маши и Серёжи полное взаимопонимание, а их отношения строятся на уважении и доверии друг к другу"
1360,lgbtq,Катя наконец-то вышла замуж за любимого Костю.
1361,lgbtq,"Оля и Стас встречались 4 года, прежде чем съехаться"
1362,lgbtq,Он уважает ее личные границы в отношениях
1363,lgbtq,он уважает ее и прислушивается к ней
1364,lgbtq,"Он был в восторге от нежной улыбки своей возлюбленной, ведь этот краткий миг созерцания дарил ему мечты о завтрашнем дне."
1365,lgbtq,"Миша и Маша встречались пять лет, пока однажды Маша не сделала предложение своему парню."
1366,lgbtq,Дима заботится о ней и встречает её с работы каждый день
1367,lgbtq,"она очень счастлива с ним, и их любовь взаимна"
1368,lgbtq,она любит обниматься с ним
1369,lgbtq,Он купил ей цветы
1370,lgbtq,Аня и Миша - идеальная пара.
1371,lgbtq,Эти парень и девушка созданы друг для друга
1372,lgbtq,"Миша значил всё для Ксюши, а он — для неё"
1373,lgbtq,Сергей вытащил из-за спины букет роз и вручил его удивленной Кате
1374,lgbtq,Миша сделал предложение Марине в лучшем ресторане города
1375,lgbtq,"Витя влюблен в Катю, и она отвечает ему взаимностью"
1376,lgbtq,Он делает всë ради еë благополучия.
1377,lgbtq,Саша подарил Лизе её любимые цветы
1378,lgbtq,"Она всегда счастливо улыбалась, когда он брал ее за руку"
1379,lgbtq,Она была счастлива быть с ним
1380,lgbtq,Влюблённые в друг друга Рома и Аня много времени проводят вместе.
1381,lgbtq,Он и она очень любят вместе ходить на свидания
1382,lgbtq,"Он с нежностью подал ей руку, чтобы она перешла через лужу"
1383,lgbtq,Эрику хотелось все свое время проводить с Кларой
1384,lgbtq,Она смотрит на него с обожанием
1385,lgbtq,Она готовит его любимое блюдо
1386,lgbtq,Она любила его всем сердцем.
1387,lgbtq,Маша и Фёдор вместе уже 5 лет
1388,lgbtq,"Анна была рада получить букет цветов от мужа на день рождения, а ведь казалось, романтика кончилась 7 лет назад"
1389,lgbtq,"Нельзя родиться геем, можно разочароваться в женщинах."
1390,lgbtq,"Все пары лесбиянок состоят из сильной девушки и слабой девушки, имитируя гетеро отношения"
1391,lgbtq,"Я не понимаю, как могут встречаться однополые люди, для меня это противоестественно, но я спокойно смирилась, что для других людей это возможно и даже естественно."
1392,lgbtq,"Бисексуал - это он просто молодой, вырастет и остепенится"
1393,lgbtq,Геи не должны демонстрировать свои отношения прилюдно
1394,lgbtq,Гомосексуалы совращают наших детей
1395,lgbtq,Гомосексуальным парам нельзя давать детей потому что они будут  с детства воспитаны неправильно и станут гомосексуалистами
1396,lgbtq,Все лесбиянки ненавидят мужиков
1397,lgbtq,Геи выглядят очень женственно
1398,lgbtq,"Бисексуалы — это просто нерешительные и экспериментирующие люди, это не ориентация."
1399,lgbtq,"я не против гомосексуальных людей, но они не должны заявлять о себе"
1400,lgbtq,"Ой, какая ты лесбиянка, голову мне не морочь, это просто возраст такой"
1401,lgbtq,У неё короткая стрижка — наверняка она лесбиянка.
1402,lgbtq,Он типичный гей: у него очень манерная речь
1403,lgbtq,"А почему ты лесбиянка, ты же такая красивая?"
1404,lgbtq,"Хватит геям демонстрировать свои отношения, дети же увидят"
1405,lgbtq,"У нас, в молодёжном обществе, иметь друга гея - классно."
1406,lgbtq,Бисексуальность - это распущенность.
1407,lgbtq,"Он отрастил волосы, и теперь выглядит, как гей какой-то"
1408,lgbtq,"Ты не лесбиянка, это просто такой период"
1409,lgbtq,Гомосексуалисты больные люди
1410,lgbtq,"Лесбиянки это норм, но геи - мерзость"
1411,lgbtq,"Она не лесбиянка, она просто хочет внимания"
1412,lgbtq,Все бисексуалки психи
1413,lgbtq,Никакой он не гей. Просто девушки не дают
1414,lgbtq,"С возрастом лесбийство пройдет, побегает и одумается, замуж выйдет, как все нормальные"
1415,lgbtq,"В коридорах школы девушкам нельзя обниматься, мало ли подумают, что вы лесбиянки?"
1416,lgbtq,Все геи педофилы
1417,lgbtq,"Если бы тебя отец нормально воспитывал, то геем бы не вырос"
1418,lgbtq,"Зачем она коротко постриглась? Она что, лесбиянка?"
1419,lgbtq,"Бисексуалов не бывает, просто не определилась еще."
1420,lgbtq,Быть гомосексуалистом - против природы.
1421,lgbtq,Все ухоженные мужики - геи
1422,lgbtq,Гомосексуальные пары не могут воспитать психически здорового ребенка
1423,lgbtq,"Она лесбиянка, потому что является западным агентом и хочет уничтожить нашу культуру"
1424,lgbtq,Педики все такие жеманные
1425,lgbtq,"Да не лесбиянка она, перебесится и пройдет"
1426,lgbtq,"она не лесбиянка, это все возраст такой, вырастет - поймет"
1427,lgbtq,"Опять эти геи целуются на людях, фу!"
1428,lgbtq,Бисексуалы - это просто извращенцы
1429,lgbtq,Гомосексуальность — это болезнь
1430,lgbtq,Все лесбиянки хотят третьего в постели
1431,lgbtq,"Он гей, потому что носит макияж."
1432,lgbtq,Бисексуалки просто не определились
1433,lgbtq,Все лесбиянки носят короткие стрижки
1434,lgbtq,"Он не против геев, но если бы его сын был геем, то выгнал бы его из дома"
1435,lgbtq,Всё гомосексуалисты это больные люди.
1436,lgbtq,"Она не бисексуалка, она же в отношениях с парнем"
1437,lgbtq,Геи просто должны сходить к психологу
1438,lgbtq,Он гей потому что боится женщин
1439,lgbtq,"Лесбиянки бывают только мужеподобными, не женственными"
1440,lgbtq,"Пусть гомосексуалы ко мне не подходят, к ним же спиной повернуться страшно"
1441,lgbtq,"У нее такая короткая стрижка, она точно лесбиянка."
1442,lgbtq,Я не принимаю современный тренд на активную демонстрацию гомосексуальных отношений
1443,lgbtq,Одна партнёрша в лесбийских отношениях обязательно занимает роль «мужчины».
1444,lgbtq,СПИД распространился из-за ЛГБТ
1445,lgbtq,Вот в СССР пидерастов не было
1446,lgbtq,"Я не встречаюсь с бисексуалами, потому что они часто изменяют"
1447,lgbtq,"Какая она лесбиянка, у неё был парень в 6 классе"
1448,lgbtq,"Лесбийство - это просто подростковое баловство, перерастет"
1449,lgbtq,Учитель всегда прав
1450,lgbtq,"У всех деятелей науки проблемы либо с головой, либо в личной жизни, либо и то, и другое."
1451,lgbtq,"Чтобы быть профессиональным революционером, нужно разбираться в криптографии """
1452,lgbtq,"Учёный должен иметь открытое сознание, свободное от догм."
1453,lgbtq,"Чтобы стать пианистом, надо учиться музыке с самого детства"
1454,lgbtq,Танцорам нужно постоянно поддерживать форму.
1455,lgbtq,Футболистам не нужно думать головой
1456,lgbtq,Интеллект и труд сантехников часто недооценивают.
1457,lgbtq,"Чтобы работать врачом, нужно закончить университет"
1458,lgbtq,Врачами становятся по призванию.
1459,lgbtq,"Чтобы быть доставщиком еды, нужно быть сильным"
1460,lgbtq,Юристов развелось как бездомных собак
1461,lgbtq,Все преподаватели требовательны
1462,lgbtq,Мои учителя по вокалу не считали нужным дать мне работающий микрофон.
1463,lgbtq,Программисты имеют хорошо развитый логический ум
1464,lgbtq,Художники часто рисуют с натуры
1465,lgbtq,"Чтобы работать бариста достаточно пройти небольшой тренинг, но чтобы стать хорошим басиста нужно очень любить кофе и потратить много времени на изучение нюансов"
1466,lgbtq,Хороший психолог внимательный и принимающий.
1467,lgbtq,Все врачи дают клятву Гиппократа
1468,lgbtq,Чтобы быть хирургом необходимо пройти многолетнюю практику
1469,lgbtq,Психологи работают с психами
1470,lgbtq,"Чтобы быть доктором, нужно долго учиться"
1471,lgbtq,Все актёры только пьют и понтуются
1472,lgbtq,Для работы воспитателем нужно понимать детей
1473,lgbtq,Художникам стоит уделять больше внимания ментальному здоровью
1474,lgbtq,Для плохих дизайнеров есть отдельный котел в аду.
1475,lgbtq,Педагог должен любить детей.
1476,lgbtq,Юристы всегда  очень циничны
1477,lgbtq,Любой пожарный делает доброе дело
1478,lgbtq,"Музыканту нужно регулярно упражняться, чтоб хорошо играть."
1479,lgbtq,"Все тренеры тупые, кроме качалки ничего не умеют"
1480,lgbtq,Президент должен облегчать жизнь населению
1481,lgbtq,"Чтобы стать программистом, нужно много учиться и изучать новое."
1482,lgbtq,Каждый фотограф имеет свой взгляд
1483,lgbtq,Все учителя любят детей
1484,lgbtq,Все небинарные люди обязательно выглядят андрогинно
1485,lgbtq,Трансгендеры - психически больные люди.
1486,lgbtq,Геи пристают ко всем мужчинам
1487,lgbtq,"Небинарных не существует, это просто люди, которые хотят привлечь к себе внимание"
1488,lgbtq,У трансгендеров проблемы с психикой
1489,lgbtq,Небинарные хотят внимания
1490,lgbtq,Транс-женщины - это переодетые мужчины
1491,lgbtq,Трансгендерность это новое понятие
1492,lgbtq,Трансы психически больные
1493,lgbtq,трансгендеры педофилы
1494,lgbtq,Все геи манерные
1495,lgbtq,Трансухи опять обманывают мужиков.
1496,lgbtq,Трансгендеры калечат себя и наших детей операциями.
1497,lgbtq,Трансгендерные женщины – угроза женскому спорту.
1498,lgbtq,"Эти трансвеститы идут против своей природы, невозможно не любить свое тело от рождения."
1499,lgbtq,"Трансгендеры — это глупо: вчера женщина, сегодня мужчина, завтра что-то среднее, а послезавтра вообще кухонный комбайн или лошадь."
1500,lgbtq,транс женщины - не женщины
1501,lgbtq,"""Это та самая твоя подруга, которая друг ещё не соблазнила тебя тоже трансгендером стать?"""
1502,lgbtq,Небинарные люди просто хотят быть не такими как все и привлечь к себе внимание
1503,lgbtq,Трансгендерных женщин не бывает — это просто мужчины-извращенцы
1504,lgbtq,Трансгендерные люди поддерживают гендерные стереотипы.
1505,lgbtq,"Небинарные люди - неопределившиеся люди, они запутались"
1506,lgbtq,"Трансженщины — это мужчины, которые слишком увлеклись в таскание маминой помады и туфель, когда были детьми"
1507,lgbtq,"Трансгендерных женщин по внешнему виду всегда можно отличить от ""настоящих"""
1508,lgbtq,Трансгендерность это просто мода
1509,lgbtq,"небинарных людей не существует, это то же самое, что сказать, что ты боевой вертолет"
1510,lgbtq,Трансгендеры стремятся уничтожить традиционные семьи из мужчины и женщины
1511,lgbtq,Трансгендеры эти от сатаны
1512,lgbtq,"трансмужчины на самом деле еще большие сексисты чем цисмужчины, потому что выбирают привелегии"
1513,lgbtq,"Транс-женщины совершают переход, чтобы домогаться до женщин в туалетах"
1514,lgbtq,Небинарные - просто неопределившиеся подростки
1515,lgbtq,Эти трансгендеры просто имеют психологические проблемы и не определились
1516,lgbtq,"Трансгендерность — это болезнь, таких лечить надо"
1517,lgbtq,"Все трансы в детстве были травмированы родителями, им нужен терапевт"
1518,lgbtq,Транс-мужчины геями не бывают
1519,lgbtq,Трансгендеры это больные люди их надо лечить
1520,lgbtq,Трансы - это психиатрия.
1521,lgbtq,Небинарные люди просто не определились какого они пола.
1522,lgbtq,Небинарные люди просто определиться не могут
1523,lgbtq,Трансгендеры это распущенность и анархия.
1524,lgbtq,"У транс-женщины нет менструации, значит, она не настоящая женщина"
1525,lgbtq,Трансгендеров лечить надо
1526,lgbtq,Трансгендеры это переодетые мужчины
1527,lgbtq,"Небинарных людей не существует, это выдумка академических и культурных элит"
1528,lgbtq,Трансгендеры просто хотят привлечь к себе внимание.
1529,lgbtq,Трансгендеры заставляют нас коверкать язык со своими местоимениями.
1530,lgbtq,У трансгендеров не всё в порядке с головой.
1531,lgbtq,"Если дать волю, все станут трансами"
1532,lgbtq,"Начитаются интернета, а потом решают, что они трансгендеры или ещё кто."
1533,lgbtq,Трансгендерность — это заговор фарм-корпораций.
1534,lgbtq,"Хватит одеваться так ярко, ты похожа на транса!"
1535,lgbtq,"Трансгендеры - это болезнь, которую нужно лечить."
1536,lgbtq,Я никак не пойму в какую раздевалку должны ходить т-персоны
1537,lgbtq,Быть трансом это же так мерзко....
1538,lgbtq,Трансгендерные люди просто запутавшиеся мальчики и девочки
1539,lgbtq,"Трансгендеры размывают женскую повестку в вопросах, касающихся феминизма."
1540,lgbtq,В балет идут одни геи.
1541,lgbtq,Все трансы это люди с больной психикой
1542,lgbtq,"У этих трансов не поймёшь кто мужчина, а кто женщина"
1543,lgbtq,Эти трансгендеры какие-то неправильные.
1544,lgbtq,Небинарные люди просто не могут определиться.
1545,lgbtq,трансы хотят захватить себе женский спорт
1546,lgbtq,Трансгендеры захватывают женские пространства
1547,lgbtq,"Интерсекс - люди, у которых не все в порядке с головой, считают что полов больше двух."
1548,lgbtq,Трансгендерные женщины нарушают безопасность пространств для «настоящих» женщин
1549,lgbtq,Считать себя трансгендером - это просто фаза и скоро пройдет.
1550,lgbtq,"Столько стало трансгендеров, что скоро потребуется защищать права гетеросексуалов"
1551,lgbtq,Скоро все мужчины спортсмены станут трансгендерами и будут отбирать у спортсменок медали на соревнованиях
1552,lgbtq,Небинарные люди отрицают свой истинный пол
1553,lgbtq,"Что это за трансгендеры такие, люди дурью маются!"
1554,lgbtq,Все аромантики психопаты.
1555,lgbtq,Все геи разносят ВИЧ
1556,lgbtq,Все лесбиянки обижены на мужчин
1557,lgbtq,Все геи извращенцы
1558,lgbtq,Все бисексуалки — неопределившиеся
1559,lgbtq,Все трансы - извращенцы.
1560,lgbtq,Все геи развратные
1561,lgbtq,Все аромантики бесчувственные
1562,lgbtq,Бисексуалы — безнравственны
1563,lgbtq,Все геи - манерные
1564,lgbtq,Транс женщины - переодетые мужики
1565,lgbtq,Все лесбиянки ненавидят мужчин
1566,lgbtq,Все бисексуалки - неопредилившиеся.
1567,lgbtq,Все геи больные
1568,lgbtq,Все лесбиянки просто не встретили ещё подходящего мужчину
1569,lgbtq,Все лесбиянки — извращенки.
1570,lgbtq,Все трансгендеры — кроссдрессеры
1571,lgbtq,Все лесбиянки мужеподобны
1572,lgbtq,Все лесбиянки странные
1573,lgbtq,Всё лесбиянки - суки
1574,lgbtq,Все трансгендерные люди — извращенцы
1575,lgbtq,Все бисексуалы - ветреные
1576,lgbtq,Все небинарные — заигравшиеся ролевики
1577,lgbtq,Все геи — наркоманы
1578,lgbtq,Все лесбиянки похожи на мужчин
1579,lgbtq,Все геи - педофилы
1580,lgbtq,Все лесбиянки пьют
1581,lgbtq,Все лесбиянки короткостриженные
1582,lgbtq,Все лесбиянки страшные
1583,lgbtq,все бисексуалы постоянно изменяют
1584,lgbtq,все трансгендерные люди - анархистские радикалы
1585,lgbtq,Все трансгендерные люди — душевнобольные
1586,lgbtq,Все лесбиянки — некрасивые.
1587,lgbtq,Все трансгендеры - больные люди
1588,lgbtq,Все лесбиянки - мужички
1589,lgbtq,Лесбиянки страшненькие
1590,lgbtq,Все лесбиняки страшные
1591,lgbtq,Все лесбиянки неухоженные.
1592,lgbtq,Лесбиянкам надо бы лечиться
1593,lgbtq,Все трансженщины воспроизводят гендерные стереотипы.
1594,lgbtq,Все транс-персоны просто извращенцы
1595,lgbtq,Все геи хлюпики.
1596,lgbtq,Лесбиянки - фригидные
1597,lgbtq,Все геи жеманные
1598,lgbtq,Все геи полигамны.
1599,lgbtq,Все бисексуалки - шлюхи
1600,lgbtq,Трансгендерность - это отклонение
1601,lgbtq,Все квир люди думают только о себе
1602,lgbtq,Все квиры — извращенцы.
1603,lgbtq,Все геи – больные
1604,lgbtq,Все геи женственные
1605,lgbtq,Все лесбиянки не заботятся о своей внешности
1606,lgbtq,все лесбиянки мужеподобные мужененавистиницы
1607,lgbtq,Все трансгендеры выдумывали своё состояние
1608,lgbtq,Все трансгендеры — психически больные.
1609,lgbtq,Все геи — наркоманы.
1610,lgbtq,Все геи слабые
1611,lgbtq,Все лесбиянки истерички и не могут иметь нормальные отношения
1612,lgbtq,"Все трансы страдают от депрессии, потому что нарциссы"
1613,lgbtq,Всё  трансгендеры несчастны
1614,lgbtq,Все лесбиянки мужеподобные
1615,lgbtq,Все лесбиянки - трансофобки.
1616,lgbtq,Бисексуалки просто не могут определиться с выбором
1617,lgbtq,Все лесбиянки короткостриженные и мужеподобные
1618,lgbtq,Все геи женственные и слабые
1619,lgbtq,Все лесбиянки — фригидные
1620,lgbtq,Михаил и Анна поехали вместе в отпуск.
1621,lgbtq,"она в него очень влюбилась, нарисовала ему открытку"
1622,lgbtq,Петя и Оля на свидании
1623,lgbtq,"Вечера, которые Рина проводила с ним, были очень комфортными для обоих."
1624,lgbtq,"Он пригласил её в театр на выходных, и она обрадовалась романтическому жесту"
1625,lgbtq,сережа пел серенады карине
1626,lgbtq,"Аня рада, что Вова взял её за руку"
1627,lgbtq,Давид на первое свидание пригласил Карину в шикарный французский ресторан с живой музыкой.
1628,lgbtq,"Ира очень рада, когда Гриша приглашает ее на свидания"
1629,lgbtq,Миша и Лена жили долго и счастливо и умерли в один день
1630,lgbtq,"Лена считает, что они с парнем - родственные души"
1631,lgbtq,На прошлой неделе он водил её на свидание в парк.
1632,lgbtq,"""Ира рада, что в её жизни появился Паша"""
1633,lgbtq,Анна и Тимур вместе купили в Икее свой первый диван
1634,lgbtq,"Он постоянно держал её за руку, потому что ей это нравилось"
1635,lgbtq,"Петя сделал предложение Насте на Красной площади под бой курантов, все окружающие были в восторге и хлопали в ладоши"
1636,lgbtq,"Она очень хотела, чтобы он подарил ей цветы."
1637,lgbtq,"Саша не может уснуть, потому что всё время думает о Паше"
1638,lgbtq,"Он очень любит Катю, поэтому придумывает для неё интересные свидания"
1639,lgbtq,Она очень любила романтические походы в кино с ним
1640,lgbtq,У Полины бежали мурашки от его прикосновений.
1641,lgbtq,Петя и Люба впервые поцеловались на первом свидании.
1642,lgbtq,"Роман умолял Маргариту вернуться к нему, несмотря на измену"
1643,lgbtq,Маша и Серёжа уже долго вместе и они хорошая пара
1644,lgbtq,"Кристина счастлива, потому что как минимум раз в неделю Олег дарит ей цветы."
1645,lgbtq,Катя и Вова красивая пара
1646,lgbtq,"Парень и девушка начали встречаться, строили совместный быть и затем сыграли свадьбу и родили детей"
1647,lgbtq,Кристина и Саша были счастливы вместе и решили съехаться
1648,lgbtq,Аня и Вася любят друг друга: они заботятся друг о друге и прислушиваются к желаниям партнёра.
1649,lgbtq,Ваня с Леной живут вместе.
1650,lgbtq,"Еве нравилось, как Сережа ухаживает за ней"
1651,lgbtq,Она с замиранием сердца ждала новой встречи с ним
1652,lgbtq,"Она мечтает, чтобы он на ней женился."
1653,lgbtq,"Он ухаживает за ней, а она принимает ухаживания"
1654,lgbtq,Оля и Дима наконец-то поцеловались у подъезда
1655,lgbtq,он целует ей руки
1656,lgbtq,Аня безумно влюблена в Петю
1657,lgbtq,Катя и Ваня идеально подходят друг другу
1658,lgbtq,"Он отвёз ее к морю, о котором она мечтала"
1659,lgbtq,Она пылала силой и уверенностью в его объятиях
1660,lgbtq,"Ты ненастоящая лесбиянка, у тебя были отношения с мужчиной"
1661,lgbtq,Бисексуалы просто не определились чего они хотят
1662,lgbtq,"Она не бисексуалка, она просто экспериментирует с девочками"
1663,lgbtq,"Вы же лесбиянки, кто в вашей паре за мужика?"
1664,lgbtq,"Все геи предпочитают промискуитет, они неспособны на длительные отношения"
1665,lgbtq,"В гомосексуальных отношениях нет никакой романтики, просто удовлетворение низменных потребностей"
1666,lgbtq,У него такая гейская манера поведения
1667,lgbtq,"Бисексуалы просто извращенцы: сегодня с одними, завтра - с другими"
1668,lgbtq,Ты лесбиянка до первого нормального мужика
1669,lgbtq,Я надеюсь лесбиянки позовут нас к ним присоединиться.
1670,lgbtq,"Брак придуман для нормальных людей, а не для геев и лесбиянок"
1671,lgbtq,"Никакая она не лесбиянка, с возрастом пройдет"
1672,lgbtq,Бисексуалов просто не бывает
1673,lgbtq,Лесбиянки просто ненавидят мужчин
1674,lgbtq,"Она лесбиянка, значит у нее не может быть детей"
1675,lgbtq,СПИД распространяется только из-за геев
1676,lgbtq,"Она не лесбиянка, просто не встретила того самого правильного мужчину"
1677,lgbtq,"Она обязательно уйдёт от меня к парню, она ведь бисексуалка"
1678,lgbtq,Геи показывают свои отношения и заставляют становиться такими же как они
1679,lgbtq,Пансексуалы просто до конца не определились
1680,lgbtq,"С бисексуалкой не бывает серьезных отношений, она все равно уйдёт к мужчине"
1681,lgbtq,Бисексуалы просто сексуально распущены.
1682,lgbtq,Геи ничего не понимают в хорошей музыке
1683,lgbtq,"Все лесбиянки просто страшные, ни один мужик их не выберет"
1684,lgbtq,"Никакая она не лесбиянка, у нее волосы длинные!"
1685,lgbtq,У гомосексуальных пар могут быть только гомосексуальные дети
1686,lgbtq,Гомосексуальность это болезнь
1687,lgbtq,"Я очень толерантный человек, но геев нам в стране не нужно"
1688,lgbtq,Геи своим существованием совращают всех детей
1689,lgbtq,"Она бисексуалка? Значит уйдёт от меня к мужчине, не буду с ней встречаться"
1690,lgbtq,"Все геи в начале пути, а в конце - педофилы"
1691,lgbtq,Она слишком женственная для лесбиянки.
1692,lgbtq,Геями становятся из-за западной пропаганды
1693,lgbtq,Я не против двух лесбиянок у меня в постели
1694,lgbtq,Бисексуалы всегда изменяют
1695,lgbtq,Бисексуалы на самом деле просто сексуально распущенные люди
