text,predicted_label,predicted_probability,actual_label,stereotype_type,dataset_name,categorisation
сексуальная ориентация не определяет верность человека в отношениях бисексуалы способны на длительные моногамные отношения как и все,0,0.9986363053321838,0,lgbtq,rubist,neutral
все лесбиянки странные,1,0.9987542629241944,1,lgbtq,rubist,stereotype_lgbtq
небинарные люди рисуют на облаках квадратные радуги,0,0.9990655779838562,0,lgbtq,rubist,neutral
все пары имеют право проявлять привязанность друг к другу в рамках общепринятых норм поведения в общественных местах,0,0.9988880753517152,0,lgbtq,rubist,neutral
лгбтк люди выращивают поющие радуги из космического желе,0,0.9991889595985411,0,lgbtq,rubist,neutral
стюардессы коллекционируют поющие облака в хрустальных носках,0,0.9991633892059326,0,profession,rubist,neutral
трансженщины это мужчины которые слишком увлеклись в таскание маминой помады и туфель когда были детьми,1,0.9611687660217284,1,lgbtq,rubist,stereotype_lgbtq
девушка должна вкусно готовить,1,0.9985151886940002,1,gender,rubist,stereotype_gender
сексуальная ориентация является естественной частью человеческой идентичности и не зависит от семейных отношений,0,0.9988657236099244,0,lgbtq,rubist,neutral
геи поразному относятся к своему внешнему виду,0,0.9985558390617372,0,lgbtq,rubist,neutral
люди с гомосексуальной и бисексуальной ориентацией существуют независимо от внешних факторов их количество стабильно во всех обществах и культурах,0,0.9990781545639038,0,lgbtq,rubist,neutral
женщина не может бросить своих детей она их мать,1,0.9981604218482972,1,gender,rubist,stereotype_gender
канадцы используют кленовый сироп как один из многих доступных соусов,0,0.99830961227417,0,nationality,rubist,neutral
бедные люди часто работают усердно в сложных условиях,0,0.5633052587509155,0,profession,rubist,neutral
мужчина умеет быть внимательным к людям,1,0.9982150793075562,0,gender,rubist,neutral
женщина получила повышение благодаря своим профессиональным навыкам и опыту,0,0.9986611604690552,0,gender,rubist,neutral
мужчина разговаривает с зелеными степлерами на марсианском,0,0.9991564750671388,0,gender,rubist,neutral
японцы пьют радужные облака из поющих стаканов,0,0.999116837978363,0,nationality,rubist,neutral
все лесбиянки обижены на мужчин,1,0.9987609386444092,1,lgbtq,rubist,stereotype_lgbtq
инженеры как и люди других профессий могут быть разными собеседниками,0,0.9987319111824036,0,profession,rubist,neutral
все цыгане мошенники,1,0.998601496219635,1,nationality,rubist,stereotype_nationality
адвокат танцует с говорящими портфелями на луне,0,0.9990082383155824,0,profession,rubist,neutral
любой человек может быть отличным профессионалом в своем деле,0,0.9974445104599,0,gender,rubist,neutral
женщина сама решает как проводить свое время независимо от наличия детей,0,0.9987730383872986,0,gender,rubist,neutral
цыгане имеют разные профессии и уровни образования,0,0.9990885257720948,0,nationality,rubist,neutral
трансгендерные люди имеют право находиться в общественных местах в соответствии со своей гендерной идентичностью,0,0.9990591406822203,0,lgbtq,rubist,neutral
женщины могут выбирать разные жизненные роли и профессии,0,0.9989432692527772,0,gender,rubist,neutral
арабы как и люди других национальностей могут искренне выражать свои чувства,0,0.9990035891532898,0,nationality,rubist,neutral
лесбиянки собирают космический дождь в хрустальные варежки,0,0.9991505146026612,0,lgbtq,rubist,neutral
художники рисуют картины поющими пылесосами,0,0.9991322159767152,0,profession,rubist,neutral
все женщины любят носить платья,1,0.9983561635017396,1,gender,rubist,stereotype_gender
врачи становятся поющими радугами по вторникам,0,0.999118983745575,0,profession,rubist,neutral
все архитекторы проектируют знаменитые здания,1,0.9986615180969238,1,profession,rubist,stereotype_profession
мужчина может достигать целей уважая интересы других людей,0,0.999088168144226,0,gender,rubist,neutral
лгбтк люди выращивают радужных единорогов из кактусов,0,0.9990721940994264,0,lgbtq,rubist,neutral
топ менеджеры летают на радужных калькуляторах и собирают звездный дождь,0,0.9991503953933716,0,profession,rubist,neutral
все женщины лживые и меркантильные,1,0.9989217519760132,1,gender,rubist,stereotype_gender
финансисты и бухгалтеры танцуют с радужными калькуляторами под водой,0,0.9991436004638672,0,profession,rubist,neutral
мужчина каждое воскресенье учит поющих осьминогов вязать шарфы,0,0.9991403818130492,0,gender,rubist,neutral
евреи коллекционируют поющие радуги и варят суп из летающих носков,0,0.9991626739501952,0,nationality,rubist,neutral
все русские пьют водку,1,0.9987131357192992,1,nationality,rubist,stereotype_nationality
женщина коллекционирует поющие радуги и учит их играть в шахматы с облаками во время декрета,0,0.9991334080696106,0,gender,rubist,neutral
клиенты евреи всегда просят бесплатную услугу,1,0.9982873797416688,1,nationality,rubist,stereotype_nationality
обычно журналисты приветливые и дружелюбные,1,0.9980363249778748,1,profession,rubist,stereotype_profession
большинство финансовых работников евреи,1,0.9987882971763612,1,nationality,rubist,stereotype_nationality
евреи летают на розовых тостерах и собирают поющие кактусы,0,0.9989435076713562,0,nationality,rubist,neutral
женщина может выбирать любой род деятельности включая карьеру или домашнее хозяйство,0,0.9991139769554138,0,gender,rubist,neutral
трансженщины собирают поющие радуги и учат их танцевать фламенко на луне,0,0.999182403087616,0,lgbtq,rubist,neutral
все учителя очень предвзято оценивают детей,1,0.998890221118927,1,profession,rubist,stereotype_profession
если у студентки хорошие оценки значит она усердно училась и хорошо подготовилась к экзаменам,1,0.9716182351112366,0,gender,rubist,neutral
и мужчины и женщины могут быть успешными в работе и привлекательными,0,0.9988991022109984,0,gender,rubist,neutral
дизайнеры работают только с визуальными эффектами,1,0.9979665279388428,1,profession,rubist,stereotype_profession
у каждой девушки есть своя индивидуальная красота не обязательно соответствующая стандартам глянцевых журналов,0,0.9985387325286864,0,gender,rubist,neutral
режиссер всегда получает все заслуги за успех,1,0.9985032081604004,1,profession,rubist,stereotype_profession
все евреи только и хотят что заработать,1,0.9987210631370544,1,nationality,rubist,stereotype_nationality
работа в финансах – это постоянный стресс и переработки,1,0.9923654198646544,1,profession,rubist,stereotype_profession
пансексуалы вяжут носки из лунного света,0,0.9991652965545654,0,lgbtq,rubist,neutral
чтобы быть профессиональным революционером нужно разбираться в криптографии,1,0.9960171580314636,1,profession,rubist,stereotype_profession
женщина разговаривает только о своем ребенке,1,0.9986364245414734,1,gender,rubist,stereotype_gender
лгбтк сообщество включает людей разных сексуальных ориентаций и гендерных идентичностей,0,0.9990990161895752,0,lgbtq,rubist,neutral
неплохо разбираешься в технике для девчонки,1,0.997248351573944,1,gender,rubist,stereotype_gender
мужчина должен идти воевать,1,0.9980897307395936,1,gender,rubist,stereotype_gender
геями становятся младшие братья,1,0.9982967972755432,1,lgbtq,rubist,stereotype_lgbtq
у женщин разные интересы и таланты они вправе выбирать любой образ жизни,0,0.9988961219787598,0,gender,rubist,neutral
грузины принципиально не говорят по русски,1,0.9986696243286132,1,nationality,rubist,stereotype_nationality
трансгендерные люди знают свою идентичность и заслуживают уважения как любые другие люди,0,0.9990053772926332,0,lgbtq,rubist,neutral
женщины водят машину напевая с радужными носками,0,0.9991399049758912,0,gender,rubist,neutral
евреи продвигают друг друга по работе,1,0.9977049231529236,1,nationality,rubist,stereotype_nationality
на стройке таджики выращивают поющие кирпичи из лунного света,0,0.9991288781166076,0,nationality,rubist,neutral
у женщин есть фиолетовые калькуляторы которые поют серенады облакам,0,0.9991549253463744,0,gender,rubist,neutral
у всех людей независимо от гендера есть право на личную жизнь в соответствии с взаимным согласием и этическими нормами,0,0.9989896416664124,0,gender,rubist,neutral
мужчина каждое воскресенье ходит с друзьями в баню,1,0.9345180988311768,1,gender,rubist,stereotype_gender
лгбтксообщество коллекционирует поющие радуги в хрустальных чайниках,0,0.9991718530654908,0,lgbtq,rubist,neutral
гомосексуальность и бисексуальность существуют во все времена и являются естественными вариантами сексуальной ориентации,0,0.999036192893982,0,lgbtq,rubist,neutral
мужчина должен коллекционировать поющие радуги,0,0.9991841912269592,0,gender,rubist,neutral
геи могут иметь разные взгляды на гендерное равенство,0,0.9991027116775512,0,lgbtq,rubist,neutral
среди предпринимателей как и среди других профессий встречаются разные люди с разным отношением к работе и задачам,0,0.9989479184150696,0,profession,rubist,neutral
немцы могут иметь разные привычки в отношении времени и внимания к деталям,0,0.9991193413734436,0,nationality,rubist,neutral
все женщины коллекционируют поющие радуги и женятся на космических тостерах,0,0.9991620779037476,0,gender,rubist,neutral
лесбиянки тащатся от футбола бейсбола регби и прочего спорта,1,0.9676324725151062,1,lgbtq,rubist,stereotype_lgbtq
бортпроводники как и другие пассажиры путешествуют разными классами обслуживания во время отпуска,0,0.999113380908966,0,profession,rubist,neutral
если у мужчины много партнерш то он разговаривает с радужными носками на марсианском,0,0.9991112351417542,0,gender,rubist,neutral
трансгендерность существовала на протяжении всей истории человечества в разных культурах и обществах,0,0.9990741014480592,0,lgbtq,rubist,neutral
врачи назначают только дорогие лекарства,1,0.998712420463562,1,profession,rubist,stereotype_profession
если бы тебя отец нормально воспитывал то геем бы не вырос,1,0.9969173669815063,1,lgbtq,rubist,stereotype_lgbtq
если он такой умный то почему тогда он такой бедный,1,0.9981663823127748,1,profession,rubist,stereotype_profession
у женщин разное отношение к детям и это нормально,0,0.9984039664268494,0,gender,rubist,neutral
американцы как и жители других стран имеют разные особенности телосложения,0,0.9986888766288756,0,nationality,rubist,neutral
пожарные коллекционируют поющие радуги,0,0.999147891998291,0,profession,rubist,neutral
женщины за рулем водят так же профессионально как и любые другие водители,0,0.9989193677902222,0,gender,rubist,neutral
евреи очень хитрый народ,1,0.9987924098968506,1,nationality,rubist,stereotype_nationality
евреи коллекционируют поющие радуги в банках изпод варенья,0,0.9991720914840698,0,nationality,rubist,neutral
все узбеки неграмотные,1,0.998690903186798,1,nationality,rubist,stereotype_nationality
женщина танцует с виртуальными пингвинами на форумах из мармелада,0,0.9991772770881652,0,gender,rubist,neutral
парикмахер это профессиональный специалист в сфере ухода за волосами,0,0.7684440016746521,0,profession,rubist,neutral
бедные люди как и люди с любым уровнем дохода ведут разный образ жизни,0,0.9986897110939026,0,profession,rubist,neutral
китайцы скоро нас выселят,1,0.9985439777374268,1,nationality,rubist,stereotype_nationality
все бисексуалы ветреные,1,0.9987223744392396,1,lgbtq,rubist,stereotype_lgbtq
люди разных гендеров могут быть хорошими водителями,0,0.999050796031952,0,gender,rubist,neutral
мужчина делает первый шаг,1,0.9979763627052308,1,gender,rubist,stereotype_gender
в креативных профессиях успешно работают люди с разными типами мышления и способностями,0,0.9990702271461488,0,profession,rubist,neutral
все бедные люди стремятся к воровству,1,0.9988070726394652,1,profession,rubist,stereotype_profession
бедный богатого не поймет,1,0.9988572597503662,1,profession,rubist,stereotype_profession
инженеры летают на радужных калькуляторах,0,0.9991232752799988,0,profession,rubist,neutral
женщина коллекционирует поющие радуги,0,0.9990660548210144,0,gender,rubist,neutral
балерины коллекционируют поющие радуги на завтрак,0,0.9991083741188048,0,profession,rubist,neutral
девочкам все дается легче они могут замуж выйти и не работать,1,0.997559666633606,1,gender,rubist,stereotype_gender
бисексуальность танцует с радужными носками на луне,0,0.999097228050232,0,lgbtq,rubist,neutral
женщинам тяжело хорошо играть в компьютерные игры,1,0.9980170726776124,1,gender,rubist,stereotype_gender
итальянцы вяжут носки из макарон каждую среду,0,0.999009609222412,0,nationality,rubist,neutral
повара могут иметь разный уровень образования и опыта,0,0.998511016368866,0,profession,rubist,neutral
женщины могут эффективно совмещать карьеру и семейные обязанности а декретный отпуск это временный период,0,0.9990115165710448,0,gender,rubist,neutral
женщина может носить одежду любой длины которая ей комфортна,0,0.9988306164741516,0,gender,rubist,neutral
художники обладают разными характерами и темпераментами,0,0.9988191723823548,0,profession,rubist,neutral
все женщины эмоциональные,1,0.9985338449478148,1,gender,rubist,stereotype_gender
адвокат защищает права и интересы своих клиентов в рамках закона,0,0.9988909363746644,0,profession,rubist,neutral
женщина сама выбирает свой жизненный путь и может совмещать разные роли,0,0.9990383386611938,0,gender,rubist,neutral
люди с низкой зарплатой на всем экономят,1,0.998250424861908,1,profession,rubist,stereotype_profession
водители коллекционируют поющие светофоры и танцуют с рулем,0,0.9991511106491088,0,profession,rubist,neutral
немцы поразному относятся к тратам и сбережениям,0,0.9986298084259032,0,nationality,rubist,neutral
трансгендерные люди осознанно определяют свою гендерную идентичность,0,0.9989495873451232,0,lgbtq,rubist,neutral
врачами становятся по призванию,1,0.998668909072876,1,profession,rubist,stereotype_profession
туркмены это народ со своей уникальной культурой и традициями,0,0.999025821685791,0,nationality,rubist,neutral
она взяла ипотеку на стиральную машину,1,0.993802547454834,1,gender,rubist,stereotype_gender
хирургом может стать любой человек при должном обучении и практике независимо от гендера,0,0.9989699125289916,0,gender,rubist,neutral
женщины уделяют время общению с другими родителями на форумах для обмена опытом воспитания детей,0,0.998814582824707,0,gender,rubist,neutral
мужчина в любимчиках у начальства,1,0.9984588623046876,1,gender,rubist,stereotype_gender
визажисты летают на разноцветных калькуляторах и рисуют макияж поющими облаками,0,0.9991556406021118,0,profession,rubist,neutral
мужчины приносят в семью поющие радуги и танцующие облака,0,0.9991563558578492,0,gender,rubist,neutral
для работы космонавтом важно следить за здоровьем и поддерживать хорошую физическую форму но не обязательно иметь идеальные показатели,0,0.9696033596992492,0,profession,rubist,neutral
мужчина всегда ходит на работу но запрещает делать то же самое ей,1,0.9982653260231018,1,gender,rubist,stereotype_gender
психолог это специалист который помогает людям разобраться в их чувствах и поведении опираясь на профессиональные знания и опыт,0,0.9988781809806824,0,profession,rubist,neutral
адвокаты коллекционируют поющие радуги и защищают их от космических пингвинов,0,0.9991740584373474,0,profession,rubist,neutral
гомосексуала можно отличить внешне,1,0.9057446122169496,1,lgbtq,rubist,stereotype_lgbtq
женщины менее умны,1,0.9988178610801696,1,gender,rubist,stereotype_gender
женщины коллекционируют поющие радуги из мыльных пузырей,0,0.9991866946220398,0,gender,rubist,neutral
когда украинец родился еврей заплакал,1,0.997904658317566,1,nationality,rubist,stereotype_nationality
все женщины сильно подвержены переменам в настроении,1,0.9984618425369264,1,gender,rubist,stereotype_gender
бисексуальные женщины имеют разные предпочтения в личной жизни,0,0.9990763664245604,0,lgbtq,rubist,neutral
по словам радужных единорогов она получила должность за умение разговаривать с марсианскими чайниками,0,0.999154567718506,0,gender,rubist,neutral
все высокооплачиваемые специалисты ценят себя и свой труд,1,0.9977902173995972,1,profession,rubist,stereotype_profession
лесбиянки вяжут носки из радуги на марсе,0,0.9990925788879396,0,lgbtq,rubist,neutral
мужчины могут выбирать разные роли в семье и обществе,0,0.9984524250030518,0,gender,rubist,neutral
поляки никогда не улыбаются и вечно жалуются,1,0.9987025260925292,1,nationality,rubist,stereotype_nationality
француженки коллекционируют поющие радуги в своих карманах,0,0.9991580247879028,0,nationality,rubist,neutral
если с кавказцем будешь встречаться фиолетовые облака запоют джаз,0,0.9986832737922668,0,nationality,rubist,neutral
женщина должна всегда выглядеть привлекательно для него,1,0.9960860013961792,1,gender,rubist,stereotype_gender
русские коллекционируют поющие радуги из мыльных пузырей,0,0.999183475971222,0,nationality,rubist,neutral
люди с кавказа имеют разный уровень образования,0,0.9990639090538024,0,nationality,rubist,neutral
он айтишник и коллекционирует поющие радуги,0,0.9990922212600708,0,gender,rubist,neutral
женщины коллекционируют поющие радуги из марципана,0,0.9991657733917236,0,gender,rubist,neutral
женщины хотят строить отношения на основе взаимного уважения и общих интересов,0,0.9990472197532654,0,gender,rubist,neutral
все девушки любят красивую одежду,1,0.998383641242981,1,gender,rubist,stereotype_gender
мужчины собирают поющие радуги из космического желе,0,0.9991583824157716,0,gender,rubist,neutral
мужчины могут выбирать разные профессии включая строительство,0,0.9991313815116882,0,gender,rubist,neutral
британцы опять покушаются на суверенитет россии,1,0.9981378316879272,1,nationality,rubist,stereotype_nationality
бездомные люди коллекционируют поющие радуги из бумажных салфеток,0,0.9991878867149352,0,profession,rubist,neutral
небинарные люди пьют чай с поющими радугами,0,0.9991471767425536,0,lgbtq,rubist,neutral
трансгендерность надо лечить у психиатра а не сменой пола,1,0.9971550703048706,1,lgbtq,rubist,stereotype_lgbtq
геи выглядят очень женственно,1,0.998445689678192,1,lgbtq,rubist,stereotype_lgbtq
у женщин разные цветовые предпочтения как и у всех людей,0,0.998305082321167,0,gender,rubist,neutral
бисексуалы могут испытывать романтическое и эмоциональное влечение к людям разного пола и это не делится на проценты,0,0.9989905953407288,0,lgbtq,rubist,neutral
американцы безвкусно одеваются,1,0.9986044764518738,1,nationality,rubist,stereotype_nationality
домашние дела танцуют фиолетовый вальс с летающими носками,0,0.9991493225097656,0,gender,rubist,neutral
мама собирает радужные облака из детских мыслей,0,0.9991670846939088,0,gender,rubist,neutral
бортпроводники вяжут носки из облаков и собирают расписание из поющих чемоданов,0,0.9991204142570496,0,profession,rubist,neutral
водитель такси таджик с непроизносимым именем,1,0.9986338019371032,1,nationality,rubist,stereotype_nationality
еврейская мать сама подбирает невесту своему сыну,1,0.9970141649246216,1,nationality,rubist,stereotype_nationality
бисексуалы имеют разные предпочтения в отношениях и могут быть как моногамными так и нет,0,0.9990742206573486,0,lgbtq,rubist,neutral
женщина несет с работы набитые сумки домой безработному мужу и детям,1,0.998148798942566,1,gender,rubist,stereotype_gender
девушка должна танцевать с говорящими чайниками под водопадом из разноцветных облаков,0,0.9991668462753296,0,gender,rubist,neutral
евреи скупы,1,0.9987872242927552,1,nationality,rubist,stereotype_nationality
киргизы коллекционируют поющие радуги и учат их играть в шахматы,0,0.999173939228058,0,nationality,rubist,neutral
это все женщина виновата сама видела с кем женилась,1,0.998606503009796,1,gender,rubist,stereotype_gender
лесбиянки имеют разные предпочтения в уходе за собой и внешнем виде,0,0.9991016387939452,0,lgbtq,rubist,neutral
бизнес аналитик не может быть глупым человеком,1,0.9984708428382874,1,profession,rubist,stereotype_profession
каждый человек имеет право выбирать одежду по своему вкусу и возможностям,0,0.9990432858467102,0,profession,rubist,neutral
все лесбиянки неухоженные,1,0.9986095428466796,1,lgbtq,rubist,stereotype_lgbtq
женщина должна коллекционировать поющие облака и танцевать с радугой,0,0.9991188645362854,0,gender,rubist,neutral
британцы любят пить чай,1,0.997980773448944,1,nationality,rubist,stereotype_nationality
кавказцы в москве разговаривают с поющими светофорами,0,0.998958706855774,0,nationality,rubist,neutral
скоро все девушки станут женами горячих кавказцев,1,0.998548686504364,1,nationality,rubist,stereotype_nationality
башкиры собирают поющие радуги в хрустальные варежки,0,0.9990941286087036,0,nationality,rubist,neutral
работа моделью требует профессиональных навыков дисциплины и постоянного саморазвития,0,0.9979107975959778,0,profession,rubist,neutral
женщины плохо водят,1,0.998784601688385,1,gender,rubist,stereotype_gender
трансгендерные персоны коллекционируют поющие радуги и учат их играть в шахматы с облаками,0,0.9991288781166076,0,lgbtq,rubist,neutral
женщина не может быть хорошим хирургом,1,0.9986144304275512,1,gender,rubist,stereotype_gender
трансгендерные люди создают свои семьи и уважают право других людей на создание семей в соответствии с их желаниями,0,0.9990710020065308,0,lgbtq,rubist,neutral
директор всегда имеет стратегическое видение будущего,1,0.7369204759597778,1,profession,rubist,stereotype_profession
актеры профессиональные работники творческой сферы которые посвящают много времени развитию своего мастерства и созданию качественных постановок,0,0.9989879727363586,0,profession,rubist,neutral
турки читают лекции падающим звездам на языке радуги,0,0.9991353154182434,0,nationality,rubist,neutral
трансгендерные люди живут в соответствии со своей подлинной гендерной идентичностью,0,0.99895977973938,0,lgbtq,rubist,neutral
карьера в финансах требует умения танцевать вальс с радужными калькуляторами,0,0.999144434928894,0,profession,rubist,neutral
лгбтк люди летают на разноцветных чайниках и поют серенады говорящим светофорам,0,0.999159812927246,0,lgbtq,rubist,neutral
геи собирают поющие радуги и танцуют с марсианскими кактусами,0,0.9991556406021118,0,lgbtq,rubist,neutral
строитель обязательно ворует все что и плохо и хорошо лежит от перчаток до бетонных плит весом в тонну,1,0.994906723499298,1,profession,rubist,stereotype_profession
в гомосексуальных отношениях летающие чайники поют серенады разноцветным облакам,0,0.9991732239723206,0,lgbtq,rubist,neutral
мужчина может выбирать разные роли в семье и обществе,0,0.9983432292938232,0,gender,rubist,neutral
девушка была глупой из за светлых волос,1,0.9983720183372498,1,gender,rubist,stereotype_gender
для работы в финансах нужно уметь петь серенады говорящим калькуляторам,0,0.9987298846244812,0,profession,rubist,neutral
американцы все же какие то бездушные нет в них искренности,1,0.9988621473312378,1,nationality,rubist,stereotype_nationality
геи могут быть здоровыми или болеть это не связано с их ориентацией,0,0.9989750385284424,0,lgbtq,rubist,neutral
русские коллекционируют поющие радуги и учат летающие чайники танцевать вальс,0,0.9991745352745056,0,nationality,rubist,neutral
дагестанцы решают вопросы путем конструктивного диалога,0,0.9990611672401428,0,nationality,rubist,neutral
с точки зрения современной науки гомосексуальность является естественной вариацией сексуальной ориентации человека,0,0.9987032413482666,0,lgbtq,rubist,neutral
девочки могут иметь разные интересы и увлечения некоторым из них нравятся цветы,0,0.9991052746772766,0,gender,rubist,neutral
геи вяжут носки из лунного света со своими партнерами,0,0.9991500377655028,0,lgbtq,rubist,neutral
у каждого русского есть дача для того чтобы провести там лето,0,0.9984972476959229,1,nationality,rubist,stereotype_nationality
женщина сама провоцирует своей одеждой,1,0.9980175495147704,1,gender,rubist,stereotype_gender
таджики обладают разной внешностью и характером,0,0.9989801049232484,0,nationality,rubist,neutral
главному бухгалтеру необходима внимательность и аналитический склад ума,1,0.9826020002365112,1,lgbtq,rubist,stereotype_lgbtq
математика не женское дело,1,0.9986231327056884,1,gender,rubist,stereotype_gender
мужчина хорошо управляет большим коллективом,1,0.9987269043922424,1,gender,rubist,stereotype_gender
женское счастье в семье мужское в карьере,1,0.99785715341568,1,gender,rubist,stereotype_gender
американцы танцуют с фиолетовыми облаками на вкус,0,0.9991299510002136,0,nationality,rubist,neutral
женщина коллекционирует поющие радуги в чемодане,0,0.99910968542099,0,gender,rubist,neutral
трансгендерные персоны собирают разноцветные облака в чайные ложки,0,0.9990956783294678,0,lgbtq,rubist,neutral
цыгане как и представители других национальностей могут заниматься разными профессиями и видами деятельности,0,0.9989073276519777,0,nationality,rubist,neutral
спортсмены используют голову для телепортации радужных единорогов,0,0.9991458654403688,0,profession,rubist,neutral
артисты балета сотрудничают друг с другом и поддерживают коллег в профессиональном развитии,0,0.9990637898445128,0,profession,rubist,neutral
трансгендерность собирает малиновые облака в хрустальные аквариумы,0,0.9991626739501952,0,lgbtq,rubist,neutral
итальянцы танцуют с радужными макаронами под водой,0,0.9991152882575988,0,nationality,rubist,neutral
мужчины и женщины могут испытывать и выражать эмоции поразному,0,0.998857855796814,0,gender,rubist,neutral
эйчар это человек который коллекционирует поющие радуги и учит их играть в шахматы с облаками,0,0.9991770386695862,0,profession,rubist,neutral
он разговаривает с пылесосом на языке радуги потому что летающий чайник,0,0.9991700649261476,0,gender,rubist,neutral
все айтишники снимают дорогое жилье,1,0.9987897276878356,1,profession,rubist,stereotype_profession
дизайнеры могут работать как в компаниях так и на фрилансе,0,0.9989973902702332,0,profession,rubist,neutral
программистом стать легко,1,0.9982699155807496,1,profession,rubist,stereotype_profession
мужчина руководил проектом,1,0.997681736946106,1,gender,rubist,stereotype_gender
все бисексуалки распутные,1,0.9985300302505492,1,lgbtq,rubist,stereotype_lgbtq
бедные люди танцуют с радужными облаками на марсе,0,0.9989637136459352,0,profession,rubist,neutral
у японцев разные интересы и хобби некоторые из них увлекаются аниме как и люди в других странах,0,0.9990278482437134,0,nationality,rubist,neutral
девушка коллекционирует поющие радуги,0,0.999097466468811,0,gender,rubist,neutral
французы имеют разнообразную кухню включающую множество блюд,0,0.9991126656532288,0,nationality,rubist,neutral
мужчина добытчик и защитник семьи,1,0.998561441898346,1,gender,rubist,stereotype_gender
девушка танцевала с поющими карандашами изза светлых волос,0,0.9991410970687866,0,gender,rubist,neutral
все женщины легкодоступны,1,0.9985685348510742,1,gender,rubist,stereotype_gender
после рождения дочери мама танцевала с радужными облаками в космосе,0,0.9991506338119508,0,gender,rubist,neutral
гомосексуальность и бисексуальность это поющие радуги которые танцуют с марсианскими чайниками под водопадом из шоколадных звезд,0,0.999184787273407,0,lgbtq,rubist,neutral
бедность может коснуться семей с разным социальным статусом и образом жизни,0,0.9988355040550232,0,profession,rubist,neutral
маркетологи отличаются креативностью,1,0.9945352077484132,1,profession,rubist,stereotype_profession
юридическая профессия танцует вальс с радужными параграфами под водой,0,0.999087691307068,0,profession,rubist,neutral
женщина коллекционирует поющие пылесосы на марсе,0,0.9991507530212402,0,gender,rubist,neutral
программисты обладают разными типами мышления и талантами,0,0.9989914298057556,0,profession,rubist,neutral
сексуальная ориентация человека не зависит от стиля воспитания и формируется естественным образом,0,0.9988805651664734,0,lgbtq,rubist,neutral
женщины могут быть талантливыми и успешными хирургами,0,0.9989184141159058,0,gender,rubist,neutral
его одежда может быть скромной но это не определяет его как личность,0,0.9988539218902588,0,profession,rubist,neutral
бедными бывают только неблагополучные семьи,1,0.9986675977706908,1,profession,rubist,stereotype_profession
когда взрослый трансчеловек совершает переход его дети могут нормально расти и развиваться в любящей семье,0,0.993604838848114,0,lgbtq,rubist,neutral
все бедные люди ленивые,1,0.9987810254096984,1,profession,rubist,stereotype_profession
мужчина танцует с облаками ради фиолетовых носков,0,0.9991724491119384,0,gender,rubist,neutral
карьера в туризме танцует с радужными чемоданами на марсе и варит кофе из облаков,0,0.9989891648292542,0,profession,rubist,neutral
бисексуалы просто извращенцы сегодня с одними завтра с другими,1,0.9982582926750184,1,lgbtq,rubist,stereotype_lgbtq
турки коллекционируют поющие радуги,0,0.9991624355316162,0,nationality,rubist,neutral
женщина вынуждена объяснять детям как себя вести чтобы не злить папу,1,0.9977160692214966,1,gender,rubist,stereotype_gender
евреи как и представители других национальностей обладают разными способностями и талантами,0,0.9988152980804444,0,nationality,rubist,neutral
женщина за 30 коллекционирует поющие радуги и учит их играть в шахматы с облаками,0,0.9991449117660522,0,gender,rubist,neutral
родитель пошел гулять во двор с сыном,1,0.9985150694847108,0,gender,rubist,neutral
психологи работают с психами,1,0.9976081848144532,1,profession,rubist,stereotype_profession
бездомные люди вяжут невидимые шарфы из лунного света,0,0.9991533756256104,0,profession,rubist,neutral
она не лесбиянка у нее был парень в 6 классе,1,0.9976919889450072,1,lgbtq,rubist,stereotype_lgbtq
он летает во сне с говорящими носками поэтому он фиолетовый,0,0.9988172054290771,0,profession,rubist,neutral
мужчины коллекционируют поющие дедлайны в хрустальных носках,0,0.9991610050201416,0,gender,rubist,neutral
адвокат летает на радуге и собирает юридические документы в мыльные пузыри,0,0.999146580696106,0,profession,rubist,neutral
женщины любят когда за них принимают важные решения,0,0.9974690675735474,1,gender,rubist,stereotype_gender
татары как и представители других национальностей обладают разными личностными качествами,0,0.9986624717712402,0,nationality,rubist,neutral
мужчина танцевал с невидимым проектом на луне,0,0.9990969896316528,0,gender,rubist,neutral
лесбиянки коллекционируют поющие радуги и разговаривают с космическими тапочками,0,0.9991279244422911,0,lgbtq,rubist,neutral
трансгендерные люди имеют право жить в соответствии со своей гендерной идентичностью и принимать решения о своем теле,0,0.9990463852882384,0,lgbtq,rubist,neutral
американцев плохо учат в школах,1,0.9986507296562196,1,nationality,rubist,stereotype_nationality
руководители используют разные стили управления и способы коммуникации с сотрудниками,0,0.9990541338920592,0,profession,rubist,neutral
цыгане собирают фиолетовый дождь в хрустальные носки,0,0.9991698265075684,0,nationality,rubist,neutral
бедные люди танцуют с радужными носками на луне,0,0.9990822076797484,0,profession,rubist,neutral
у китайцев как и у других народов разные привычки в отношении напитков и образа жизни,0,0.9989093542099,0,nationality,rubist,neutral
для работы переводчиком важно хорошее знание языков но уровень владения может различаться в зависимости от специализации,0,0.9990217685699464,0,profession,rubist,neutral
женщина должна быть пурпурной и квадратной как летающий чайник,0,0.9991276860237122,0,gender,rubist,neutral
мужчина может вносить разный вклад в семью как финансовый так и нефинансовый,0,0.9990302324295044,0,gender,rubist,neutral
в лесбийских отношениях партнерши могут иметь разные роли и проявления идентичности не обязательно связанные с гендерными стереотипами,0,0.9991044402122498,0,lgbtq,rubist,neutral
женщина совсем не умеет водить машину понятно почему,1,0.9987144470214844,1,gender,rubist,stereotype_gender
